# lambda	flux	error	variance	counts	eig1	eig2	eig3	eig4	eig5
3350	3.6491E-001	1.2044E-003	4.0092E-002	1108	-2.6325E-003	-1.6414E-002	2.8078E-002	-1.7092E-002	-1.2261E-002
3351	4.8889E-001	2.0312E-003	7.0384E-002	1201	8.8553E-004	-4.3309E-002	7.9567E-002	-7.4084E-002	-3.7112E-002
3352	4.9921E-001	1.9948E-003	7.1969E-002	1302	7.3080E-004	-4.2346E-002	7.9257E-002	-8.4245E-002	-4.2370E-002
3353	3.9207E-001	1.2795E-003	4.7699E-002	1390	-4.7540E-004	-2.5078E-002	3.9990E-002	-2.8789E-002	-1.7693E-002
3354	3.3974E-001	1.1852E-003	4.5974E-002	1505	-1.3817E-004	-1.9855E-002	-9.9927E-003	-7.9103E-003	-3.1698E-002
3355	3.5680E-001	1.1804E-003	4.7525E-002	1621	-6.4174E-004	-2.6409E-002	4.4828E-003	-1.8588E-002	-2.4131E-002
3356	2.8653E-001	1.2530E-003	5.2269E-002	1740	-5.5964E-003	-1.0451E-002	-2.8109E-002	2.9631E-002	-6.0850E-005
3357	3.2984E-001	1.1270E-003	4.8605E-002	1860	-3.0271E-003	-1.7474E-002	-3.8383E-003	1.7952E-003	-3.8818E-003
3358	3.7276E-001	1.3580E-003	6.0232E-002	1967	-2.3964E-004	-3.5462E-002	3.1044E-002	-3.5764E-002	-4.6926E-002
3359	3.5311E-001	1.3189E-003	5.9874E-002	2061	8.6849E-004	-3.6601E-002	3.9680E-002	-2.6999E-002	-4.1274E-002
3360	2.4774E-001	1.1339E-003	5.2814E-002	2169	-3.1321E-004	-2.7105E-002	5.1872E-003	1.7295E-002	1.2118E-002
3361	2.7397E-001	1.1419E-003	5.4563E-002	2283	8.6970E-004	-2.6989E-002	2.9322E-002	-6.0004E-003	-2.7630E-002
3362	2.4846E-001	1.0453E-003	5.1264E-002	2405	1.2998E-003	-1.8816E-002	6.4438E-003	4.0287E-003	-2.3189E-002
3363	2.7707E-001	1.0684E-003	5.3432E-002	2501	5.0869E-005	-1.9134E-002	1.4704E-003	-1.2951E-002	-3.3823E-002
3364	2.8549E-001	1.0905E-003	5.5690E-002	2608	-1.0440E-003	-2.4898E-002	-1.6819E-002	1.6932E-003	-7.8333E-003
3365	2.8008E-001	1.1125E-003	5.7856E-002	2705	-3.6072E-003	-2.5317E-002	-2.5826E-002	1.2851E-002	-1.2263E-002
3366	3.1414E-001	1.1462E-003	6.0874E-002	2821	-3.2012E-003	-3.4189E-002	1.0173E-002	-8.5302E-003	-2.8601E-002
3367	2.9095E-001	1.0993E-003	5.9354E-002	2915	-2.6731E-003	-2.7708E-002	-1.1032E-002	1.1540E-002	-2.3966E-003
3368	2.6889E-001	1.0852E-003	5.9526E-002	3009	-3.0329E-003	-2.7824E-002	-1.7662E-002	1.9103E-002	-2.2459E-003
3369	2.5432E-001	1.0812E-003	6.0335E-002	3114	-4.7691E-003	-2.2867E-002	-2.7082E-002	2.7568E-002	2.1026E-002
3370	2.5721E-001	1.0960E-003	6.1933E-002	3193	-2.6620E-003	-3.1549E-002	-1.8061E-002	7.8002E-003	-8.3973E-003
3371	2.4769E-001	1.0846E-003	6.2205E-002	3290	-2.1663E-003	-3.0363E-002	-1.5328E-002	1.6895E-002	-5.3294E-003
3372	2.2283E-001	1.0807E-003	6.2853E-002	3383	-8.9639E-004	-2.2541E-002	-3.6640E-002	4.2423E-002	2.5112E-002
3373	2.5968E-001	1.0666E-003	6.2873E-002	3475	-5.7690E-004	-2.9896E-002	-1.3006E-002	6.6298E-003	1.2122E-003
3374	2.9123E-001	1.1029E-003	6.5800E-002	3559	-1.4879E-003	-3.5851E-002	1.7133E-002	-2.0630E-002	-8.6643E-003
3375	3.1956E-001	1.1360E-003	6.8625E-002	3649	-2.6122E-003	-3.5700E-002	1.9197E-002	-5.8994E-002	-3.6372E-002
3376	3.2436E-001	1.1472E-003	7.0015E-002	3725	-2.1829E-003	-4.3534E-002	7.3493E-003	-3.0040E-002	-4.0966E-002
3377	3.4132E-001	1.2095E-003	7.4484E-002	3792	-2.0635E-003	-5.2348E-002	1.5160E-002	-1.8914E-002	-3.2780E-002
3378	3.1716E-001	1.1100E-003	6.9178E-002	3884	-3.7114E-003	-4.0892E-002	-7.0299E-003	-7.4755E-003	-1.4942E-002
3379	2.9416E-001	1.0559E-003	6.6474E-002	3963	-3.4647E-003	-3.0762E-002	-1.8984E-002	1.5260E-003	-4.5701E-003
3380	3.1178E-001	1.1143E-003	7.0766E-002	4033	-5.0967E-003	-3.9612E-002	7.9647E-003	-2.1266E-003	-2.4359E-002
3381	3.0443E-001	1.0824E-003	6.9483E-002	4121	-2.3788E-003	-3.8528E-002	1.2092E-002	1.2938E-002	-1.2161E-002
3382	3.0573E-001	1.0469E-003	6.7697E-002	4182	-1.2683E-003	-3.4515E-002	1.7664E-002	1.6481E-002	-2.5368E-002
3383	3.1159E-001	1.0577E-003	6.8753E-002	4226	-4.2902E-003	-3.7259E-002	1.0905E-002	9.8398E-003	-2.6756E-002
3384	3.0198E-001	1.0454E-003	6.8491E-002	4292	-5.4223E-003	-2.7869E-002	-2.6557E-002	2.3964E-002	3.4099E-003
3385	3.2423E-001	1.0854E-003	7.1580E-002	4349	-4.4266E-003	-3.9846E-002	-6.1497E-003	-4.3266E-003	-2.0810E-002
3386	3.2413E-001	1.0871E-003	7.2064E-002	4395	-5.8544E-003	-3.8682E-002	-1.5143E-003	-5.9951E-003	-1.8925E-002
3387	3.3875E-001	1.1020E-003	7.3544E-002	4454	-5.4930E-003	-4.3960E-002	3.7444E-003	-1.2644E-002	-2.4015E-002
3388	3.1851E-001	1.0432E-003	7.0153E-002	4522	-5.4140E-003	-3.3358E-002	-1.8819E-002	7.6220E-003	-1.9103E-002
3389	3.2169E-001	1.0256E-003	6.9378E-002	4576	-5.9341E-003	-3.3713E-002	-1.2874E-002	-8.5425E-003	-2.9285E-002
3390	3.2446E-001	1.0475E-003	7.1404E-002	4646	-5.2244E-003	-3.9656E-002	-7.9407E-003	-8.5766E-003	-1.8331E-002
3391	3.2121E-001	1.0181E-003	6.9728E-002	4691	-4.6775E-003	-3.4372E-002	-2.7623E-004	2.7816E-003	-6.6533E-003
3392	3.0628E-001	1.0168E-003	7.0053E-002	4746	-4.9427E-003	-3.2432E-002	-9.1664E-003	1.6748E-002	-1.1997E-003
3393	3.1785E-001	1.0247E-003	7.0974E-002	4797	-3.2377E-003	-3.4414E-002	1.6322E-002	8.0442E-003	-2.1372E-002
3394	3.1708E-001	1.0687E-003	7.4376E-002	4844	-2.1988E-003	-4.2653E-002	1.3389E-002	4.4397E-003	-2.4203E-002
3395	3.1438E-001	1.0014E-003	6.9970E-002	4882	-1.9422E-003	-3.9523E-002	-7.8363E-004	1.7966E-002	-1.4278E-002
3396	3.3034E-001	1.0443E-003	7.3279E-002	4924	-4.8074E-003	-4.2668E-002	6.4107E-004	1.6114E-002	-1.2430E-002
3397	3.4338E-001	1.0397E-003	7.3348E-002	4977	-3.8216E-003	-3.9969E-002	8.0466E-003	2.3329E-002	-2.4968E-003
3398	3.5826E-001	1.0147E-003	7.1892E-002	5020	-4.3216E-003	-3.6843E-002	1.8730E-003	2.9636E-002	-1.4970E-002
3399	3.8373E-001	1.0407E-003	7.4023E-002	5059	-4.0956E-003	-4.3485E-002	1.3021E-002	5.2478E-003	-3.2471E-002
3400	3.8603E-001	1.0579E-003	7.5641E-002	5112	-4.8184E-003	-4.6527E-002	-4.6098E-003	5.7807E-003	-2.7948E-002
3401	3.7997E-001	1.0461E-003	7.5078E-002	5151	-6.5004E-003	-3.9576E-002	-1.0737E-002	1.1930E-002	-2.0008E-002
3402	3.7561E-001	1.0496E-003	7.5615E-002	5190	-6.6275E-003	-4.2343E-002	-2.3588E-002	1.5423E-002	3.9841E-003
3403	3.6832E-001	1.0324E-003	7.4654E-002	5229	-5.0759E-003	-4.0725E-002	-1.7415E-002	1.5027E-002	-1.7511E-002
3404	3.6349E-001	1.0103E-003	7.3444E-002	5284	-4.4854E-003	-3.7899E-002	1.7987E-003	1.8509E-004	-3.3234E-002
3405	3.5496E-001	1.0124E-003	7.3925E-002	5332	-4.5223E-003	-4.2456E-002	-9.3582E-003	1.5071E-002	-1.1906E-002
3406	3.5047E-001	9.9355E-004	7.2787E-002	5367	-3.7642E-003	-3.9930E-002	8.2150E-003	1.4540E-002	-1.3849E-002
3407	3.4763E-001	9.9026E-004	7.2879E-002	5416	-2.6397E-003	-3.7166E-002	1.6712E-002	2.0573E-002	-2.1117E-002
3408	3.3895E-001	1.0001E-003	7.3976E-002	5471	-3.0277E-003	-3.9422E-002	8.2635E-003	3.1887E-002	-1.9449E-002
3409	3.3795E-001	1.0138E-003	7.5313E-002	5518	-4.2436E-003	-4.1235E-002	5.1905E-003	1.2611E-002	-1.9027E-002
3410	3.2546E-001	9.5740E-004	7.1432E-002	5567	-3.7964E-003	-3.5399E-002	-1.4005E-002	2.2940E-002	-5.8806E-003
3411	3.2125E-001	9.8640E-004	7.3991E-002	5627	-6.0556E-003	-3.3186E-002	-2.0179E-002	1.4900E-002	-1.0154E-002
3412	3.1649E-001	9.9526E-004	7.5037E-002	5684	-5.8961E-003	-3.8474E-002	-1.4078E-002	5.8263E-003	-1.5938E-002
3413	3.1880E-001	9.7991E-004	7.4189E-002	5732	-4.0519E-003	-3.8553E-002	2.7925E-003	5.2108E-003	-1.7070E-002
3414	3.1340E-001	9.8644E-004	7.4999E-002	5781	-4.0141E-003	-4.2807E-002	1.0968E-002	1.6665E-002	-1.4471E-002
3415	3.0631E-001	9.6761E-004	7.3928E-002	5837	-2.9506E-003	-3.7869E-002	1.6727E-003	2.8489E-002	-2.1060E-002
3416	3.1127E-001	9.7045E-004	7.4487E-002	5891	-4.8715E-003	-3.6319E-002	-1.8597E-003	3.0102E-002	-1.2128E-002
3417	3.1522E-001	9.7397E-004	7.5093E-002	5944	-6.0220E-003	-3.6325E-002	-1.1501E-002	3.1013E-002	-1.0705E-002
3418	3.2943E-001	9.4867E-004	7.3490E-002	6001	-5.7128E-003	-3.4096E-002	-7.4642E-003	2.7738E-002	-1.9935E-002
3419	3.4300E-001	9.8326E-004	7.6469E-002	6048	-6.9009E-003	-3.7641E-002	-2.2020E-002	3.5669E-002	-2.0806E-002
3420	3.5845E-001	9.9667E-004	7.7893E-002	6108	-6.3523E-003	-4.2286E-002	-1.8749E-002	9.4904E-003	-2.0276E-002
3421	3.6356E-001	1.0103E-003	7.9331E-002	6165	-5.7804E-003	-4.5320E-002	-1.0926E-002	9.2733E-003	-9.5833E-003
3422	3.7226E-001	9.9097E-004	7.8159E-002	6221	-6.2043E-003	-4.2882E-002	-1.2087E-004	6.6490E-003	-2.5591E-002
3423	3.6214E-001	1.0025E-003	7.9462E-002	6283	-4.2619E-003	-4.7628E-002	4.5369E-003	1.6222E-002	-1.6357E-002
3424	3.4940E-001	9.9749E-004	7.9356E-002	6329	-3.5200E-003	-4.2201E-002	-2.0355E-003	3.9495E-002	-1.5089E-002
3425	3.4647E-001	9.9410E-004	7.9491E-002	6394	-3.5707E-003	-3.8966E-002	-1.7805E-002	4.3606E-002	-1.5818E-002
3426	3.5136E-001	9.7401E-004	7.8285E-002	6460	-4.1402E-003	-4.2428E-002	-5.2086E-003	3.9563E-002	-2.1227E-002
3427	3.5141E-001	9.6030E-004	7.7513E-002	6515	-3.9330E-003	-3.9724E-002	-9.5613E-003	3.0423E-002	-2.8964E-002
3428	3.6284E-001	9.8785E-004	8.0059E-002	6568	-5.9977E-003	-4.1554E-002	-1.3648E-002	2.2695E-002	-2.9066E-003
3429	3.6876E-001	1.0123E-003	8.2413E-002	6628	-6.1848E-003	-4.5244E-002	-1.2224E-002	1.4148E-002	1.1512E-003
3430	3.7347E-001	1.0002E-003	8.1703E-002	6673	-7.4326E-003	-4.5433E-002	-8.3469E-003	1.1182E-002	-1.5605E-002
3431	3.7246E-001	9.9239E-004	8.1426E-002	6732	-6.8494E-003	-4.4236E-002	-1.4433E-002	1.4978E-002	-5.3205E-003
3432	3.6580E-001	9.9088E-004	8.1590E-002	6780	-6.2686E-003	-4.1265E-002	-1.2708E-002	2.0527E-002	-1.2661E-003
3433	3.6116E-001	9.9722E-004	8.2386E-002	6825	-7.4081E-003	-4.2351E-002	-1.2089E-002	2.9275E-002	-4.7826E-003
3434	3.4939E-001	9.6485E-004	7.9993E-002	6874	-5.4865E-003	-3.6798E-002	-8.0157E-003	2.9547E-002	-3.5010E-003
3435	3.4413E-001	9.6468E-004	8.0222E-002	6915	-4.4776E-003	-3.9141E-002	-3.4075E-003	2.7939E-002	-1.2353E-002
3436	3.3936E-001	9.6386E-004	8.0406E-002	6959	-5.7045E-003	-3.6676E-002	-1.4524E-002	2.6311E-002	-1.3995E-002
3437	3.3759E-001	9.9621E-004	8.3444E-002	7016	-8.2703E-003	-4.3217E-002	-1.3537E-002	2.7056E-002	3.8792E-003
3438	3.2756E-001	9.8711E-004	8.2937E-002	7059	-6.8629E-003	-4.4879E-002	-6.8506E-003	1.9479E-002	-8.9962E-003
3439	3.0479E-001	9.5739E-004	8.0728E-002	7110	-5.6361E-003	-3.6484E-002	-1.0502E-002	1.5892E-002	-1.4952E-002
3440	2.8237E-001	9.3769E-004	7.9315E-002	7155	-5.9834E-003	-3.2374E-002	-1.0822E-002	2.9226E-002	-4.6505E-004
3441	2.6315E-001	9.1386E-004	7.7624E-002	7215	-4.7526E-003	-2.7059E-002	-5.4297E-003	3.1468E-002	-3.1118E-003
3442	2.4973E-001	9.0864E-004	7.7469E-002	7269	-3.5219E-003	-3.0770E-002	4.3972E-004	3.5800E-002	-1.1915E-003
3443	2.4819E-001	9.2719E-004	7.9272E-002	7310	-3.9144E-003	-3.2873E-002	-2.3142E-003	4.0841E-002	2.3521E-003
3444	2.4887E-001	9.0880E-004	7.7865E-002	7341	-4.5559E-003	-2.9284E-002	-9.3654E-003	3.5762E-002	8.4324E-003
3445	2.6196E-001	8.9159E-004	7.6653E-002	7391	-5.1514E-003	-2.7096E-002	-1.1218E-002	3.4181E-002	-5.1820E-004
3446	2.7589E-001	9.1541E-004	7.8892E-002	7427	-6.0594E-003	-3.3965E-002	-1.2915E-002	2.4412E-002	5.6993E-003
3447	2.9434E-001	9.4579E-004	8.1649E-002	7453	-6.0921E-003	-3.7541E-002	-1.0160E-002	2.7760E-002	-1.6182E-003
3448	3.1211E-001	9.7127E-004	8.4123E-002	7502	-6.9812E-003	-3.6951E-002	-1.4644E-002	3.9876E-002	-1.1259E-002
3449	3.2739E-001	9.6122E-004	8.3420E-002	7532	-7.8964E-003	-3.9597E-002	-1.5098E-002	1.6925E-002	-9.2352E-003
3450	3.4505E-001	9.4092E-004	8.1885E-002	7574	-5.9496E-003	-4.1446E-002	-1.6412E-002	5.4736E-003	-6.2748E-003
3451	3.5046E-001	9.5330E-004	8.3083E-002	7596	-6.1376E-003	-4.1278E-002	-1.2647E-002	1.8565E-002	-7.7005E-004
3452	3.5165E-001	9.4746E-004	8.2731E-002	7625	-6.5215E-003	-3.9411E-002	-8.5086E-003	3.2041E-002	-1.4731E-002
3453	3.4850E-001	9.6377E-004	8.4341E-002	7658	-6.8641E-003	-4.4530E-002	-9.5891E-003	2.2649E-002	-1.2163E-002
3454	3.5295E-001	9.5995E-004	8.4144E-002	7683	-6.2636E-003	-4.4285E-002	-7.6170E-003	1.8928E-002	-1.8080E-002
3455	3.5163E-001	9.6792E-004	8.4944E-002	7702	-7.2428E-003	-4.2599E-002	-4.0831E-003	2.3069E-002	-7.7002E-003
3456	3.4663E-001	9.4080E-004	8.2667E-002	7721	-6.9539E-003	-3.9234E-002	-1.3142E-002	2.6235E-002	-3.7653E-003
3457	3.3983E-001	9.1730E-004	8.0747E-002	7749	-5.2398E-003	-3.9129E-002	-1.4427E-002	2.9208E-002	-5.5381E-003
3458	3.3212E-001	9.2460E-004	8.1519E-002	7773	-5.6303E-003	-3.9073E-002	-1.1051E-002	2.3546E-002	-1.1483E-002
3459	3.1952E-001	9.1219E-004	8.0547E-002	7797	-4.2734E-003	-3.6402E-002	-1.2749E-002	3.0668E-002	-8.6268E-003
3460	3.1241E-001	9.1653E-004	8.1080E-002	7826	-4.1103E-003	-3.8003E-002	-6.3500E-003	3.5022E-002	8.5744E-003
3461	3.0489E-001	8.9861E-004	7.9624E-002	7851	-4.4432E-003	-3.4391E-002	-1.1284E-002	3.3822E-002	1.5356E-002
3462	3.0505E-001	8.9615E-004	7.9568E-002	7883	-4.3066E-003	-3.4575E-002	-6.7900E-003	4.0180E-002	1.2504E-002
3463	3.1524E-001	9.0521E-004	8.0529E-002	7914	-4.5989E-003	-3.7749E-002	-4.7022E-003	3.5580E-002	1.3177E-003
3464	3.1949E-001	9.0186E-004	8.0316E-002	7931	-6.5011E-003	-3.4381E-002	-1.8688E-002	2.5887E-002	1.2765E-004
3465	3.3034E-001	9.3895E-004	8.3802E-002	7966	-7.2148E-003	-4.0730E-002	-1.1945E-002	1.9951E-002	4.4685E-003
3466	3.3990E-001	9.1231E-004	8.1552E-002	7991	-5.9897E-003	-4.0881E-002	-1.0373E-002	1.7043E-002	-4.9879E-003
3467	3.4341E-001	9.1584E-004	8.2004E-002	8017	-5.9443E-003	-3.7700E-002	-5.5553E-003	2.6049E-002	-1.1740E-002
3468	3.5038E-001	9.4206E-004	8.4511E-002	8048	-6.2444E-003	-4.2805E-002	-9.8892E-003	3.8529E-002	-1.8815E-003
3469	3.5794E-001	9.2727E-004	8.3343E-002	8078	-6.3501E-003	-4.0797E-002	-1.4399E-002	2.6947E-002	-9.7370E-003
3470	3.5957E-001	9.4443E-004	8.5018E-002	8104	-6.0027E-003	-4.2111E-002	-1.2349E-002	2.5931E-002	-2.6900E-003
3471	3.5600E-001	9.4709E-004	8.5387E-002	8128	-8.1668E-003	-4.3463E-002	-1.3308E-002	1.6410E-002	-1.0070E-002
3472	3.5087E-001	9.3157E-004	8.4167E-002	8163	-7.6060E-003	-4.2450E-002	-9.8750E-003	1.6599E-002	-1.0888E-002
3473	3.3610E-001	8.9999E-004	8.1488E-002	8198	-5.9063E-003	-3.8890E-002	-5.8396E-003	2.0971E-002	3.4395E-004
3474	3.1560E-001	8.7720E-004	7.9568E-002	8228	-5.7957E-003	-3.5902E-002	-9.9790E-003	2.4397E-002	5.1300E-003
3475	3.0372E-001	9.0712E-004	8.2446E-002	8261	-5.0252E-003	-3.8475E-002	-1.4262E-004	3.8036E-002	3.6744E-003
3476	2.9207E-001	8.8103E-004	8.0220E-002	8291	-4.6129E-003	-3.7281E-002	-8.5124E-003	4.5210E-002	2.0476E-003
3477	2.9123E-001	8.7518E-004	7.9889E-002	8333	-4.3145E-003	-3.4386E-002	-1.2419E-002	4.2812E-002	7.0119E-003
3478	3.0078E-001	8.7875E-004	8.0363E-002	8363	-4.6233E-003	-3.5225E-002	-7.6876E-003	3.2732E-002	-1.7383E-004
3479	3.1188E-001	8.7790E-004	8.0472E-002	8402	-5.4844E-003	-3.0533E-002	-1.2767E-002	2.3247E-002	-1.5209E-003
3480	3.2686E-001	8.8865E-004	8.1583E-002	8428	-6.4936E-003	-3.7952E-002	-1.5975E-002	1.6745E-002	-3.0347E-004
3481	3.3321E-001	8.7888E-004	8.0842E-002	8461	-6.2293E-003	-3.6941E-002	-1.5990E-002	2.0912E-002	-1.4143E-003
3482	3.4077E-001	8.9920E-004	8.2812E-002	8482	-6.1243E-003	-3.9096E-002	-8.7247E-003	1.9242E-002	-8.5979E-003
3483	3.3813E-001	8.9512E-004	8.2610E-002	8517	-5.4895E-003	-3.9478E-002	-1.0049E-002	2.6028E-002	-1.9144E-002
3484	3.3625E-001	8.7430E-004	8.0818E-002	8545	-5.4826E-003	-3.6022E-002	-6.5899E-003	3.3034E-002	-2.5229E-003
3485	3.3882E-001	8.7487E-004	8.1001E-002	8572	-4.9495E-003	-3.6494E-002	-9.3807E-003	3.1670E-002	-2.4266E-003
3486	3.4230E-001	8.7554E-004	8.1204E-002	8602	-5.6949E-003	-3.8016E-002	-1.0037E-002	3.3905E-002	-7.2911E-003
3487	3.4613E-001	9.0062E-004	8.3715E-002	8640	-6.8913E-003	-3.9651E-002	-1.0072E-002	2.3057E-002	-9.2764E-003
3488	3.4347E-001	9.0115E-004	8.3897E-002	8668	-6.2474E-003	-3.9678E-002	-1.4915E-002	2.6461E-002	-6.4596E-003
3489	3.3272E-001	8.7654E-004	8.1694E-002	8686	-5.6580E-003	-3.7452E-002	-1.0797E-002	2.9351E-002	-4.6258E-003
3490	3.1878E-001	8.7139E-004	8.1327E-002	8710	-5.6028E-003	-3.4253E-002	-9.2361E-003	3.1679E-002	5.7184E-003
3491	3.1127E-001	8.7038E-004	8.1313E-002	8728	-5.7994E-003	-3.5976E-002	2.0012E-004	3.6764E-002	-2.1872E-004
3492	3.0219E-001	8.8500E-004	8.2806E-002	8755	-4.7078E-003	-3.5159E-002	-3.0256E-003	3.5146E-002	-8.9949E-003
3493	2.9871E-001	8.5141E-004	7.9738E-002	8771	-4.1716E-003	-3.2840E-002	-4.9899E-003	3.0864E-002	1.6234E-003
3494	3.0151E-001	8.5543E-004	8.0223E-002	8795	-4.9566E-003	-3.3731E-002	-9.3436E-003	1.9839E-002	1.2955E-003
3495	3.0616E-001	8.6042E-004	8.0768E-002	8812	-5.6137E-003	-3.5725E-002	-7.8989E-003	3.0797E-002	1.6551E-003
3496	3.0932E-001	8.6492E-004	8.1281E-002	8831	-5.4185E-003	-3.3748E-002	-8.9903E-003	4.0354E-002	9.6482E-004
3497	3.1087E-001	8.5768E-004	8.0672E-002	8847	-5.8260E-003	-3.3124E-002	-3.7630E-003	3.5513E-002	7.7561E-003
3498	3.1932E-001	8.6178E-004	8.1144E-002	8866	-4.8970E-003	-3.3039E-002	-8.9171E-003	4.0144E-002	9.8028E-003
3499	3.3666E-001	8.5462E-004	8.0538E-002	8881	-4.1695E-003	-3.4245E-002	-1.1741E-002	2.9324E-002	3.9162E-003
3500	3.5293E-001	8.8076E-004	8.3094E-002	8901	-5.7758E-003	-3.4251E-002	-9.4028E-003	2.8652E-002	4.6052E-003
3501	3.6964E-001	8.7891E-004	8.2957E-002	8909	-6.3030E-003	-3.6999E-002	-4.3098E-003	2.2501E-002	-3.9945E-003
3502	3.8388E-001	8.7972E-004	8.3109E-002	8925	-7.5270E-003	-3.8703E-002	-1.1650E-002	1.4836E-002	-3.6004E-003
3503	3.9291E-001	9.0756E-004	8.5845E-002	8947	-6.4383E-003	-4.3649E-002	-1.1880E-002	1.1950E-002	-1.1976E-002
3504	3.9657E-001	9.0090E-004	8.5276E-002	8960	-6.8698E-003	-4.3331E-002	-8.4243E-003	1.3914E-002	-1.9929E-002
3505	3.9249E-001	8.7752E-004	8.3109E-002	8970	-6.5353E-003	-3.9504E-002	-1.2632E-002	2.5599E-002	-1.7804E-002
3506	3.8703E-001	8.8057E-004	8.3460E-002	8983	-6.5999E-003	-4.1139E-002	-7.3998E-003	3.3835E-002	-1.4813E-002
3507	3.8201E-001	8.9746E-004	8.5128E-002	8997	-6.1126E-003	-4.0531E-002	-1.4678E-002	3.0564E-002	-1.2124E-002
3508	3.7353E-001	8.8059E-004	8.3588E-002	9010	-5.6925E-003	-4.0996E-002	-1.2206E-002	2.7350E-002	8.5857E-003
3509	3.6693E-001	8.6586E-004	8.2267E-002	9027	-5.6002E-003	-3.7851E-002	-6.3247E-003	2.4605E-002	-1.0470E-002
3510	3.5862E-001	8.5674E-004	8.1464E-002	9041	-5.3296E-003	-3.7847E-002	-5.8499E-003	2.0620E-002	-4.9220E-003
3511	3.4827E-001	8.7043E-004	8.2843E-002	9058	-6.1643E-003	-3.7701E-002	-1.4786E-002	2.5138E-002	-1.3924E-002
3512	3.3571E-001	8.7347E-004	8.3206E-002	9074	-6.3501E-003	-3.9907E-002	-9.3977E-003	2.9932E-002	-6.7657E-003
3513	3.2861E-001	8.5807E-004	8.1814E-002	9091	-5.5563E-003	-3.9256E-002	-6.9201E-003	3.5953E-002	4.0474E-003
3514	3.2367E-001	8.2565E-004	7.8779E-002	9104	-5.1259E-003	-3.4097E-002	-1.0410E-002	3.3081E-002	6.1503E-003
3515	3.2315E-001	8.4365E-004	8.0557E-002	9118	-6.1307E-003	-3.3126E-002	-7.3927E-003	3.0734E-002	1.9755E-002
3516	3.3570E-001	8.5359E-004	8.1591E-002	9137	-7.0454E-003	-3.6057E-002	-1.3667E-002	2.7227E-002	9.0841E-003
3517	3.4898E-001	8.7602E-004	8.3802E-002	9151	-8.1636E-003	-3.8765E-002	-1.4439E-002	1.5632E-002	-5.2104E-004
3518	3.5801E-001	8.8945E-004	8.5142E-002	9163	-8.7271E-003	-4.2562E-002	-2.1190E-002	8.8159E-003	-1.4218E-003
3519	3.6237E-001	8.6583E-004	8.2918E-002	9171	-8.1067E-003	-4.1428E-002	-1.7688E-002	1.1150E-002	5.5673E-003
3520	3.5982E-001	8.7783E-004	8.4106E-002	9180	-8.1938E-003	-4.2444E-002	-1.7371E-002	1.3046E-002	3.2896E-003
3521	3.4782E-001	8.7997E-004	8.4360E-002	9191	-7.9265E-003	-4.1096E-002	-1.5845E-002	1.8424E-002	-5.8465E-003
3522	3.2779E-001	8.5191E-004	8.1711E-002	9200	-7.8854E-003	-3.8634E-002	-1.1342E-002	2.1985E-002	4.2501E-003
3523	3.0939E-001	8.2071E-004	7.8799E-002	9219	-6.1846E-003	-3.1627E-002	-1.0122E-002	2.5187E-002	1.0033E-002
3524	2.9374E-001	7.9980E-004	7.6863E-002	9236	-5.2338E-003	-2.7701E-002	-7.4846E-003	3.5118E-002	6.0550E-003
3525	2.8393E-001	8.0283E-004	7.7224E-002	9252	-4.9830E-003	-2.7351E-002	-9.4535E-003	4.0031E-002	1.2149E-002
3526	2.8016E-001	8.0244E-004	7.7273E-002	9273	-4.2807E-003	-2.9517E-002	-5.9385E-003	3.5553E-002	1.7927E-002
3527	2.9037E-001	7.8947E-004	7.6070E-002	9284	-4.2073E-003	-3.0127E-002	2.5492E-003	2.5709E-002	1.0587E-002
3528	3.0538E-001	8.1747E-004	7.8802E-002	9292	-4.9239E-003	-3.2197E-002	-7.3408E-003	1.2230E-002	-1.6651E-003
3529	3.2073E-001	8.2941E-004	8.0030E-002	9310	-6.8494E-003	-3.4888E-002	-1.3861E-002	8.3395E-003	-6.7378E-003
3530	3.3900E-001	8.6074E-004	8.3116E-002	9324	-7.9078E-003	-3.9272E-002	-1.7435E-002	9.2290E-003	-7.2982E-003
3531	3.4845E-001	8.4223E-004	8.1367E-002	9333	-7.3511E-003	-3.9144E-002	-1.5805E-002	1.0298E-002	-8.6233E-003
3532	3.5529E-001	8.2693E-004	7.9945E-002	9346	-6.8550E-003	-3.6403E-002	-1.4889E-002	1.4094E-002	-4.1412E-004
3533	3.5888E-001	8.3566E-004	8.0819E-002	9353	-5.9484E-003	-3.5925E-002	-1.0829E-002	2.1458E-002	8.4898E-003
3534	3.6575E-001	8.2713E-004	8.0028E-002	9361	-5.6009E-003	-3.4588E-002	-6.5228E-003	2.8921E-002	6.7816E-003
3535	3.7352E-001	8.2108E-004	7.9488E-002	9372	-6.0753E-003	-3.6141E-002	-9.2508E-003	2.9203E-002	5.4746E-003
3536	3.7766E-001	8.3007E-004	8.0401E-002	9382	-6.0602E-003	-3.9403E-002	-1.3206E-002	1.9714E-002	7.6887E-003
3537	3.8066E-001	8.4858E-004	8.2256E-002	9396	-6.2476E-003	-3.9425E-002	-1.5419E-002	2.8704E-002	2.0856E-003
3538	3.8569E-001	8.3375E-004	8.0872E-002	9409	-5.7511E-003	-3.8692E-002	-8.1042E-003	2.4024E-002	3.7741E-003
