# lambda	flux	error	variance	counts	eig1	eig2	eig3	eig4	eig5
3550	7.7529E-001	2.4019E-003	1.5996E-001	4435	-1.2937E-002	1.4765E-003	2.2445E-003	4.5225E-002	-2.4556E-002
3551	7.7560E-001	2.4084E-003	1.6341E-001	4604	-1.2907E-002	8.0563E-004	2.9419E-003	4.9070E-002	-2.8270E-002
3552	7.6848E-001	2.4002E-003	1.6565E-001	4763	-1.3342E-002	6.7604E-004	2.6571E-003	4.6526E-002	-2.8194E-002
3553	7.6341E-001	2.3867E-003	1.6767E-001	4936	-1.3948E-002	4.8609E-004	4.8151E-003	4.4751E-002	-2.2575E-002
3554	7.5302E-001	2.3507E-003	1.6782E-001	5097	-1.3742E-002	1.4260E-003	5.6453E-003	4.4509E-002	-2.5605E-002
3555	7.4151E-001	2.3363E-003	1.6951E-001	5264	-1.4281E-002	6.0313E-004	3.2836E-003	4.4800E-002	-2.1327E-002
3556	7.4002E-001	2.3702E-003	1.7476E-001	5436	-1.4225E-002	6.8745E-004	2.2653E-003	5.2373E-002	-1.9898E-002
3557	7.4955E-001	2.3090E-003	1.7289E-001	5606	-1.3818E-002	2.1554E-003	2.4606E-003	5.0378E-002	-2.3513E-002
3558	7.5511E-001	2.2786E-003	1.7284E-001	5754	-1.3729E-002	1.2937E-003	5.0301E-003	4.9414E-002	-2.3374E-002
3559	7.4718E-001	2.1998E-003	1.6911E-001	5909	-1.3912E-002	2.6732E-004	4.2614E-003	4.1875E-002	-1.9108E-002
3560	7.5280E-001	2.2390E-003	1.7426E-001	6058	-1.4302E-002	5.5696E-004	4.8220E-003	4.5556E-002	-2.2021E-002
3561	7.5400E-001	2.2043E-003	1.7374E-001	6212	-1.3759E-002	1.3981E-003	4.6795E-003	4.5581E-002	-2.0732E-002
3562	7.5983E-001	2.1918E-003	1.7502E-001	6376	-1.3462E-002	9.7328E-004	4.4095E-003	4.7552E-002	-2.2614E-002
3563	7.6387E-001	2.1633E-003	1.7466E-001	6518	-1.3753E-002	1.0960E-003	3.4747E-003	4.6763E-002	-2.1952E-002
3564	7.6542E-001	2.1899E-003	1.7907E-001	6686	-1.4033E-002	2.0757E-003	4.7908E-003	4.8378E-002	-2.2314E-002
3565	7.4115E-001	2.1396E-003	1.7694E-001	6839	-1.3920E-002	9.0975E-004	4.5104E-003	4.8609E-002	-2.1641E-002
3566	7.1317E-001	2.1491E-003	1.7972E-001	6993	-1.4087E-002	-2.6127E-004	4.5426E-003	4.8281E-002	-1.7670E-002
3567	7.0872E-001	2.1326E-003	1.8020E-001	7140	-1.4485E-002	-6.9601E-005	5.9692E-003	4.7247E-002	-1.8585E-002
3568	7.1761E-001	2.1210E-003	1.8087E-001	7272	-1.4709E-002	8.0874E-004	5.1214E-003	4.3601E-002	-1.7219E-002
3569	7.1414E-001	2.0990E-003	1.8037E-001	7384	-1.4648E-002	9.9197E-004	5.1268E-003	4.4266E-002	-1.7972E-002
3570	7.0640E-001	2.1012E-003	1.8218E-001	7517	-1.4576E-002	5.8309E-004	5.5166E-003	4.7505E-002	-1.8186E-002
3571	7.0062E-001	2.0887E-003	1.8264E-001	7646	-1.4676E-002	-1.0113E-004	6.1646E-003	4.6399E-002	-1.6894E-002
3572	7.0730E-001	2.0980E-003	1.8508E-001	7782	-1.4772E-002	9.6704E-004	7.5493E-003	4.8603E-002	-1.7561E-002
3573	7.1589E-001	2.0573E-003	1.8289E-001	7903	-1.4433E-002	4.1957E-004	5.4514E-003	4.7315E-002	-1.9929E-002
3574	7.2678E-001	2.0103E-003	1.8012E-001	8028	-1.4004E-002	5.5442E-004	3.7451E-003	4.4068E-002	-2.0834E-002
3575	7.3005E-001	2.0024E-003	1.8089E-001	8161	-1.3885E-002	-6.9482E-005	4.0120E-003	4.6699E-002	-2.0637E-002
3576	7.3166E-001	2.0103E-003	1.8315E-001	8301	-1.4302E-002	-1.1421E-005	4.8014E-003	4.6383E-002	-1.8618E-002
3577	7.3244E-001	1.9702E-003	1.8063E-001	8406	-1.4047E-002	6.4341E-004	4.9314E-003	4.5115E-002	-2.1464E-002
3578	7.3143E-001	1.9631E-003	1.8132E-001	8531	-1.3966E-002	7.2454E-004	4.4693E-003	4.5048E-002	-2.0066E-002
3579	7.2564E-001	1.9951E-003	1.8556E-001	8651	-1.4566E-002	8.3579E-004	5.3715E-003	4.5287E-002	-2.0815E-002
3580	7.2134E-001	2.0308E-003	1.9024E-001	8776	-1.5106E-002	6.3671E-005	5.6957E-003	4.5961E-002	-2.1972E-002
3581	7.0635E-001	1.9995E-003	1.8852E-001	8890	-1.5192E-002	-2.5052E-004	7.1599E-003	4.5142E-002	-1.7699E-002
3582	6.9241E-001	1.9546E-003	1.8545E-001	9002	-1.5023E-002	-7.9778E-004	6.2734E-003	4.4386E-002	-1.6663E-002
3583	6.9844E-001	1.9411E-003	1.8521E-001	9103	-1.4877E-002	-3.9961E-004	6.5290E-003	4.3541E-002	-1.7791E-002
3584	7.0124E-001	1.9217E-003	1.8440E-001	9207	-1.4537E-002	2.8082E-004	6.4672E-003	4.4550E-002	-1.9521E-002
3585	6.9129E-001	1.9133E-003	1.8464E-001	9313	-1.4466E-002	-1.3459E-004	5.8293E-003	4.3534E-002	-1.6975E-002
3586	6.7232E-001	1.9335E-003	1.8765E-001	9419	-1.4736E-002	-4.6864E-004	5.8180E-003	4.5970E-002	-1.6847E-002
3587	6.6885E-001	1.8662E-003	1.8208E-001	9519	-1.4452E-002	-3.6767E-004	5.1607E-003	4.4610E-002	-1.5114E-002
3588	6.7555E-001	1.8746E-003	1.8365E-001	9598	-1.4443E-002	3.2604E-005	4.2124E-003	4.4756E-002	-1.4847E-002
3589	6.8807E-001	1.8979E-003	1.8678E-001	9684	-1.4461E-002	2.7106E-004	5.1483E-003	4.4051E-002	-1.6766E-002
3590	7.0544E-001	1.8545E-003	1.8350E-001	9791	-1.4065E-002	4.9387E-005	4.9619E-003	4.3385E-002	-1.7613E-002
3591	7.2534E-001	1.8436E-003	1.8322E-001	9877	-1.3851E-002	4.4569E-004	4.8954E-003	4.6808E-002	-1.8525E-002
3592	7.3978E-001	1.8432E-003	1.8394E-001	9959	-1.3790E-002	1.0691E-003	4.6974E-003	4.6696E-002	-2.0423E-002
3593	7.4415E-001	1.8432E-003	1.8478E-001	10051	-1.3902E-002	7.8465E-004	5.5208E-003	4.5196E-002	-1.9459E-002
3594	7.4295E-001	1.8196E-003	1.8316E-001	10132	-1.3603E-002	5.9516E-004	4.8367E-003	4.3104E-002	-1.8574E-002
3595	7.4555E-001	1.8098E-003	1.8295E-001	10219	-1.3641E-002	6.6753E-004	3.7153E-003	4.3976E-002	-1.8370E-002
3596	7.5548E-001	1.8013E-003	1.8278E-001	10297	-1.3540E-002	1.1130E-003	5.3840E-003	4.6522E-002	-1.9855E-002
3597	7.6671E-001	1.7927E-003	1.8255E-001	10369	-1.3406E-002	1.8522E-003	4.9746E-003	4.5334E-002	-2.1386E-002
3598	7.7256E-001	1.7826E-003	1.8214E-001	10441	-1.3132E-002	1.3277E-003	4.7758E-003	4.5921E-002	-1.9465E-002
3599	7.7626E-001	1.8094E-003	1.8567E-001	10530	-1.3330E-002	8.7803E-004	3.5743E-003	4.6919E-002	-2.2649E-002
3600	7.7712E-001	1.7712E-003	1.8242E-001	10608	-1.3175E-002	1.5676E-003	3.8766E-003	4.4918E-002	-2.2230E-002
3601	7.7330E-001	1.7621E-003	1.8204E-001	10673	-1.3379E-002	1.2480E-003	4.7055E-003	4.4291E-002	-1.9997E-002
3602	7.5701E-001	1.7627E-003	1.8273E-001	10746	-1.3607E-002	5.7886E-004	5.3652E-003	4.6826E-002	-2.0659E-002
3603	7.3810E-001	1.7611E-003	1.8313E-001	10813	-1.3504E-002	7.7442E-004	4.7494E-003	4.6553E-002	-1.7407E-002
3604	7.2813E-001	1.7352E-003	1.8091E-001	10870	-1.3705E-002	3.3688E-004	4.9469E-003	4.1666E-002	-1.6003E-002
3605	7.2173E-001	1.7334E-003	1.8129E-001	10939	-1.3534E-002	3.0966E-004	5.6274E-003	4.1323E-002	-1.6334E-002
3606	7.2671E-001	1.7408E-003	1.8260E-001	11003	-1.3544E-002	1.0853E-004	4.8357E-003	4.4175E-002	-1.8524E-002
3607	7.2912E-001	1.7244E-003	1.8144E-001	11071	-1.3526E-002	-9.0268E-006	5.3531E-003	4.2835E-002	-1.8316E-002
3608	7.2823E-001	1.7250E-003	1.8203E-001	11135	-1.3654E-002	1.5294E-004	5.8215E-003	4.1711E-002	-1.8889E-002
3609	7.1814E-001	1.7358E-003	1.8379E-001	11211	-1.4018E-002	-2.4229E-004	6.1794E-003	4.4361E-002	-1.6535E-002
3610	7.0681E-001	1.7219E-003	1.8284E-001	11276	-1.3985E-002	-3.7938E-004	5.7220E-003	4.3430E-002	-1.4300E-002
3611	7.1229E-001	1.7203E-003	1.8313E-001	11332	-1.3848E-002	1.6569E-004	5.3172E-003	4.3788E-002	-1.7493E-002
3612	7.2171E-001	1.7106E-003	1.8263E-001	11398	-1.3740E-002	1.7585E-004	5.6355E-003	4.2915E-002	-1.7741E-002
3613	7.2682E-001	1.7223E-003	1.8425E-001	11444	-1.3595E-002	2.0654E-004	4.6338E-003	4.4216E-002	-1.5822E-002
3614	7.2698E-001	1.7090E-003	1.8332E-001	11506	-1.3497E-002	2.7492E-004	4.4749E-003	4.4515E-002	-1.6982E-002
3615	7.3451E-001	1.6824E-003	1.8097E-001	11571	-1.3465E-002	4.3449E-004	5.1523E-003	4.3123E-002	-1.7856E-002
3616	7.4506E-001	1.6927E-003	1.8244E-001	11616	-1.3367E-002	9.4079E-004	5.0112E-003	4.3318E-002	-1.9085E-002
3617	7.4687E-001	1.7027E-003	1.8391E-001	11667	-1.3561E-002	1.3613E-003	5.8121E-003	4.3361E-002	-1.9541E-002
3618	7.2528E-001	1.7171E-003	1.8588E-001	11719	-1.4078E-002	7.0720E-006	6.4246E-003	4.3843E-002	-1.6046E-002
3619	7.0085E-001	1.6979E-003	1.8422E-001	11773	-1.3826E-002	-8.3212E-004	6.1775E-003	4.1713E-002	-1.4069E-002
3620	6.9639E-001	1.6913E-003	1.8386E-001	11818	-1.4038E-002	-1.0805E-003	6.4564E-003	4.2517E-002	-1.3912E-002
3621	7.1031E-001	1.6724E-003	1.8222E-001	11872	-1.3763E-002	-3.8280E-004	5.5403E-003	4.3736E-002	-1.5054E-002
3622	7.2991E-001	1.6626E-003	1.8152E-001	11921	-1.3724E-002	7.8310E-004	5.7288E-003	4.4101E-002	-1.7253E-002
3623	7.4360E-001	1.6674E-003	1.8250E-001	11980	-1.3508E-002	9.0067E-004	5.3689E-003	4.4452E-002	-1.9813E-002
3624	7.5089E-001	1.6600E-003	1.8210E-001	12033	-1.3400E-002	4.9990E-004	5.2723E-003	4.5619E-002	-1.9340E-002
3625	7.5580E-001	1.6354E-003	1.7976E-001	12082	-1.2907E-002	1.1240E-003	4.3007E-003	4.4697E-002	-1.7098E-002
3626	7.6794E-001	1.6359E-003	1.8012E-001	12123	-1.2819E-002	1.5505E-003	4.5252E-003	4.5160E-002	-1.9248E-002
3627	7.8256E-001	1.6481E-003	1.8183E-001	12172	-1.2954E-002	9.3467E-004	4.8310E-003	4.4864E-002	-2.1479E-002
3628	7.9059E-001	1.6436E-003	1.8163E-001	12212	-1.3029E-002	1.0762E-003	4.9771E-003	4.2782E-002	-2.1510E-002
3629	7.8090E-001	1.6419E-003	1.8179E-001	12259	-1.2784E-002	7.3603E-004	4.9693E-003	4.3890E-002	-2.1223E-002
3630	7.5694E-001	1.6292E-003	1.8071E-001	12304	-1.2982E-002	4.8334E-004	5.4755E-003	4.3085E-002	-1.9030E-002
3631	7.2238E-001	1.6181E-003	1.7985E-001	12354	-1.3563E-002	-1.8809E-004	5.9655E-003	4.2127E-002	-1.4306E-002
3632	6.9517E-001	1.5995E-003	1.7809E-001	12397	-1.3467E-002	-9.0558E-004	5.4683E-003	4.1304E-002	-1.0577E-002
3633	6.9314E-001	1.6064E-003	1.7923E-001	12448	-1.3880E-002	-4.2068E-004	4.6245E-003	3.9779E-002	-1.2010E-002
3634	7.0438E-001	1.6202E-003	1.8101E-001	12481	-1.3796E-002	2.9614E-004	4.9211E-003	3.8971E-002	-1.4973E-002
3635	7.1693E-001	1.6145E-003	1.8069E-001	12525	-1.3482E-002	4.3549E-004	4.8239E-003	4.1555E-002	-1.5242E-002
3636	7.2784E-001	1.5794E-003	1.7701E-001	12561	-1.3166E-002	2.4837E-004	4.2596E-003	4.0049E-002	-1.5490E-002
3637	7.3538E-001	1.5673E-003	1.7595E-001	12603	-1.3049E-002	2.9817E-004	5.0775E-003	4.1448E-002	-1.6624E-002
3638	7.4989E-001	1.5889E-003	1.7863E-001	12639	-1.2879E-002	2.1749E-004	5.5736E-003	4.2910E-002	-1.8812E-002
3639	7.6236E-001	1.5834E-003	1.7828E-001	12677	-1.2830E-002	5.0231E-004	5.1115E-003	4.2973E-002	-1.8052E-002
3640	7.7142E-001	1.5567E-003	1.7553E-001	12713	-1.2461E-002	9.5787E-004	4.7019E-003	4.1252E-002	-1.6842E-002
3641	7.7303E-001	1.5535E-003	1.7543E-001	12753	-1.2403E-002	9.6613E-004	4.4446E-003	4.0229E-002	-1.8714E-002
3642	7.6175E-001	1.5513E-003	1.7537E-001	12779	-1.2463E-002	3.5088E-004	4.3475E-003	4.2632E-002	-1.9642E-002
3643	7.4961E-001	1.5587E-003	1.7645E-001	12816	-1.2706E-002	1.1585E-004	5.0819E-003	4.3329E-002	-1.6950E-002
3644	7.3764E-001	1.5642E-003	1.7734E-001	12854	-1.2844E-002	2.7488E-004	5.6257E-003	4.0140E-002	-1.4234E-002
3645	7.2796E-001	1.5648E-003	1.7760E-001	12882	-1.2940E-002	-1.5119E-004	6.3663E-003	4.1171E-002	-1.4361E-002
3646	7.2199E-001	1.5406E-003	1.7509E-001	12915	-1.3011E-002	-1.6130E-004	6.1280E-003	3.9839E-002	-1.5209E-002
3647	7.1922E-001	1.5514E-003	1.7656E-001	12952	-1.3333E-002	1.5896E-004	5.3015E-003	3.9803E-002	-1.5566E-002
3648	7.1309E-001	1.5598E-003	1.7773E-001	12983	-1.3446E-002	1.8210E-004	6.1031E-003	4.0181E-002	-1.4236E-002
3649	7.0840E-001	1.5422E-003	1.7589E-001	13008	-1.2967E-002	3.1832E-005	6.5207E-003	4.0729E-002	-1.4971E-002
3650	7.0638E-001	1.5354E-003	1.7530E-001	13036	-1.2908E-002	-7.9397E-005	5.7724E-003	3.9058E-002	-1.3995E-002
3651	7.1279E-001	1.5120E-003	1.7284E-001	13067	-1.2592E-002	6.5304E-004	4.6235E-003	3.9423E-002	-1.4784E-002
3652	7.2406E-001	1.4903E-003	1.7056E-001	13099	-1.2251E-002	1.0955E-003	4.5713E-003	3.8906E-002	-1.6597E-002
3653	7.3549E-001	1.4924E-003	1.7099E-001	13127	-1.1962E-002	1.2943E-003	5.2348E-003	4.0173E-002	-1.7648E-002
3654	7.4563E-001	1.4946E-003	1.7137E-001	13147	-1.1930E-002	1.3592E-003	4.2807E-003	3.9435E-002	-1.7764E-002
3655	7.4931E-001	1.4874E-003	1.7067E-001	13165	-1.1976E-002	1.8318E-003	2.6860E-003	3.8540E-002	-1.7678E-002
3656	7.5001E-001	1.4733E-003	1.6917E-001	13185	-1.1667E-002	1.4234E-003	4.0404E-003	3.9584E-002	-1.6765E-002
3657	7.5393E-001	1.4560E-003	1.6737E-001	13214	-1.1534E-002	1.4843E-003	4.1170E-003	3.8426E-002	-1.7759E-002
3658	7.5889E-001	1.4568E-003	1.6760E-001	13236	-1.1726E-002	1.7566E-003	3.3359E-003	3.8919E-002	-1.6630E-002
3659	7.6234E-001	1.4727E-003	1.6956E-001	13256	-1.1682E-002	1.7459E-003	4.1024E-003	3.8849E-002	-1.7576E-002
3660	7.6400E-001	1.4595E-003	1.6817E-001	13277	-1.1417E-002	1.6996E-003	3.7333E-003	3.9500E-002	-1.7995E-002
3661	7.5952E-001	1.4644E-003	1.6893E-001	13308	-1.1300E-002	1.9547E-003	4.0665E-003	3.9856E-002	-1.8145E-002
3662	7.5168E-001	1.4487E-003	1.6720E-001	13321	-1.1370E-002	1.7102E-003	3.5993E-003	3.9174E-002	-1.7175E-002
3663	7.4684E-001	1.4314E-003	1.6528E-001	13333	-1.1354E-002	1.4690E-003	3.6336E-003	3.8511E-002	-1.5425E-002
3664	7.4267E-001	1.4350E-003	1.6587E-001	13360	-1.1381E-002	1.6445E-003	3.7698E-003	3.9187E-002	-1.6707E-002
3665	7.3862E-001	1.4431E-003	1.6697E-001	13386	-1.1574E-002	1.5059E-003	4.3710E-003	3.7926E-002	-1.4889E-002
3666	7.4461E-001	1.4470E-003	1.6752E-001	13402	-1.1667E-002	1.8023E-003	3.9887E-003	3.7600E-002	-1.5150E-002
3667	7.4697E-001	1.4349E-003	1.6623E-001	13422	-1.1752E-002	1.6046E-003	4.6817E-003	3.7430E-002	-1.7203E-002
3668	7.4288E-001	1.4330E-003	1.6613E-001	13440	-1.1790E-002	1.6738E-003	3.9717E-003	3.7368E-002	-1.6960E-002
3669	7.3440E-001	1.4294E-003	1.6582E-001	13458	-1.2009E-002	1.2341E-003	3.9646E-003	3.7992E-002	-1.6834E-002
3670	7.2784E-001	1.4366E-003	1.6677E-001	13477	-1.1731E-002	7.4966E-004	4.0852E-003	3.8685E-002	-1.5842E-002
3671	7.3008E-001	1.4277E-003	1.6584E-001	13491	-1.1489E-002	1.1961E-003	3.6899E-003	3.9032E-002	-1.4240E-002
3672	7.4259E-001	1.4121E-003	1.6408E-001	13501	-1.1332E-002	1.6559E-003	4.5398E-003	3.9147E-002	-1.7144E-002
3673	7.5432E-001	1.4293E-003	1.6618E-001	13517	-1.1683E-002	2.1916E-003	4.3081E-003	3.8612E-002	-1.8455E-002
3674	7.5380E-001	1.4052E-003	1.6352E-001	13541	-1.1446E-002	1.8793E-003	3.7800E-003	3.6994E-002	-1.6594E-002
3675	7.5119E-001	1.4064E-003	1.6380E-001	13564	-1.1370E-002	1.7188E-003	3.4144E-003	3.7506E-002	-1.4880E-002
3676	7.4660E-001	1.4224E-003	1.6579E-001	13586	-1.1472E-002	1.7296E-003	3.5400E-003	3.8184E-002	-1.5565E-002
3677	7.3511E-001	1.4150E-003	1.6503E-001	13602	-1.1595E-002	1.4165E-003	4.2205E-003	3.7794E-002	-1.5983E-002
3678	7.1912E-001	1.3990E-003	1.6329E-001	13623	-1.1485E-002	1.1622E-003	4.9412E-003	3.7437E-002	-1.4728E-002
3679	7.1009E-001	1.3947E-003	1.6288E-001	13638	-1.1665E-002	1.5025E-003	4.8985E-003	3.7066E-002	-1.4067E-002
3680	7.0747E-001	1.3894E-003	1.6233E-001	13651	-1.1829E-002	1.0392E-003	4.3962E-003	3.6471E-002	-1.4624E-002
3681	7.0913E-001	1.4053E-003	1.6435E-001	13677	-1.1860E-002	1.1030E-003	4.1912E-003	3.8017E-002	-1.2774E-002
3682	7.1779E-001	1.4107E-003	1.6508E-001	13693	-1.1848E-002	1.2923E-003	4.7829E-003	3.7670E-002	-1.3327E-002
3683	7.2872E-001	1.4081E-003	1.6489E-001	13712	-1.2019E-002	1.4749E-003	4.3267E-003	3.6983E-002	-1.7482E-002
3684	7.2884E-001	1.4065E-003	1.6477E-001	13724	-1.1904E-002	1.5171E-003	4.0806E-003	3.6556E-002	-1.8029E-002
3685	7.1711E-001	1.3659E-003	1.6008E-001	13735	-1.1465E-002	1.4364E-003	4.9084E-003	3.5569E-002	-1.4629E-002
3686	7.0537E-001	1.3853E-003	1.6240E-001	13743	-1.1708E-002	1.0813E-003	4.6551E-003	3.5425E-002	-1.3389E-002
3687	7.0090E-001	1.3962E-003	1.6375E-001	13754	-1.2141E-002	9.4794E-004	4.2480E-003	3.7131E-002	-1.4539E-002
3688	6.9811E-001	1.3950E-003	1.6370E-001	13771	-1.2320E-002	9.0808E-004	3.9744E-003	3.6521E-002	-1.5382E-002
3689	7.0427E-001	1.3905E-003	1.6325E-001	13783	-1.2086E-002	9.2778E-004	3.9643E-003	3.7013E-002	-1.3762E-002
3690	7.2120E-001	1.3655E-003	1.6040E-001	13799	-1.1489E-002	1.4450E-003	4.3390E-003	3.7004E-002	-1.6033E-002
3691	7.4403E-001	1.3698E-003	1.6099E-001	13812	-1.1585E-002	2.0195E-003	3.8576E-003	3.5467E-002	-1.6945E-002
3692	7.6031E-001	1.3940E-003	1.6387E-001	13820	-1.1737E-002	1.5644E-003	3.9031E-003	3.6629E-002	-1.7095E-002
3693	7.5687E-001	1.4053E-003	1.6526E-001	13830	-1.1736E-002	1.5808E-003	4.0267E-003	3.7469E-002	-1.7313E-002
3694	7.4192E-001	1.3797E-003	1.6229E-001	13837	-1.1493E-002	1.5602E-003	3.8258E-003	3.7604E-002	-1.5763E-002
3695	7.3391E-001	1.3487E-003	1.5871E-001	13849	-1.1307E-002	1.6576E-003	3.0224E-003	3.5776E-002	-1.6044E-002
3696	7.3555E-001	1.3519E-003	1.5914E-001	13857	-1.1361E-002	1.8092E-003	3.9723E-003	3.5929E-002	-1.6333E-002
3697	7.4054E-001	1.3635E-003	1.6053E-001	13860	-1.1709E-002	1.4857E-003	3.3336E-003	3.6133E-002	-1.6007E-002
3698	7.4741E-001	1.3752E-003	1.6192E-001	13863	-1.1708E-002	9.1651E-004	2.8343E-003	3.6237E-002	-1.6673E-002
3699	7.5789E-001	1.3553E-003	1.5961E-001	13869	-1.1321E-002	1.8851E-003	2.8683E-003	3.6830E-002	-1.6665E-002
3700	7.7264E-001	1.3532E-003	1.5940E-001	13877	-1.0999E-002	2.6333E-003	3.6419E-003	3.7451E-002	-1.7979E-002
3701	7.7682E-001	1.3461E-003	1.5863E-001	13887	-1.1148E-002	2.2609E-003	4.1856E-003	3.7685E-002	-1.8325E-002
3702	7.6601E-001	1.3464E-003	1.5868E-001	13891	-1.1331E-002	2.1624E-003	4.0852E-003	3.6543E-002	-1.6222E-002
3703	7.4344E-001	1.3564E-003	1.5994E-001	13903	-1.1509E-002	1.4939E-003	3.9731E-003	3.7074E-002	-1.4781E-002
3704	7.2075E-001	1.3666E-003	1.6115E-001	13906	-1.2008E-002	8.1245E-004	3.4455E-003	3.5203E-002	-1.5379E-002
3705	6.9351E-001	1.3505E-003	1.5928E-001	13910	-1.2362E-002	3.4438E-004	2.6141E-003	3.2853E-002	-1.1553E-002
3706	6.7762E-001	1.3475E-003	1.5894E-001	13912	-1.2165E-002	1.7093E-004	3.0574E-003	3.3891E-002	-9.7829E-003
3707	6.8254E-001	1.3396E-003	1.5803E-001	13917	-1.2295E-002	8.7057E-004	4.2513E-003	3.4220E-002	-1.0952E-002
3708	6.9941E-001	1.3692E-003	1.6153E-001	13919	-1.2559E-002	1.7764E-003	4.7409E-003	3.4963E-002	-1.3479E-002
3709	7.0851E-001	1.3691E-003	1.6155E-001	13923	-1.2491E-002	1.9253E-003	5.0129E-003	3.5316E-002	-1.3366E-002
3710	7.0752E-001	1.3533E-003	1.5969E-001	13925	-1.2116E-002	1.2838E-003	4.5642E-003	3.5413E-002	-1.1839E-002
3711	7.0985E-001	1.3283E-003	1.5675E-001	13926	-1.1537E-002	7.0841E-004	3.6565E-003	3.5863E-002	-1.2943E-002
3712	7.1905E-001	1.3216E-003	1.5597E-001	13927	-1.1429E-002	4.8943E-004	2.6366E-003	3.5204E-002	-1.4595E-002
3713	7.3415E-001	1.3091E-003	1.5450E-001	13929	-1.1313E-002	5.3463E-004	2.0742E-003	3.3655E-002	-1.4795E-002
3714	7.5565E-001	1.3063E-003	1.5417E-001	13928	-1.1045E-002	2.0631E-003	1.9860E-003	3.4548E-002	-1.4978E-002
3715	7.7930E-001	1.3237E-003	1.5623E-001	13930	-1.0995E-002	3.1008E-003	2.3763E-003	3.5905E-002	-1.5721E-002
3716	8.0110E-001	1.3436E-003	1.5857E-001	13929	-1.1501E-002	3.4549E-003	3.0972E-003	3.6189E-002	-1.6066E-002
3717	8.1324E-001	1.3750E-003	1.6228E-001	13928	-1.2298E-002	3.4858E-003	3.7634E-003	3.6822E-002	-1.7920E-002
3718	8.0729E-001	1.3914E-003	1.6422E-001	13930	-1.2864E-002	3.0925E-003	4.1714E-003	3.8016E-002	-1.8057E-002
3719	7.7550E-001	1.3916E-003	1.6429E-001	13938	-1.3008E-002	2.1516E-003	5.8010E-003	3.5644E-002	-1.4787E-002
3720	7.2522E-001	1.3552E-003	1.6022E-001	13978	-1.2712E-002	5.6948E-004	5.7140E-003	3.5674E-002	-1.0790E-002
3721	6.8535E-001	1.3779E-003	1.6367E-001	14109	-1.3003E-002	-1.3203E-003	5.5614E-003	3.5098E-002	-7.4323E-003
3722	6.7885E-001	1.4297E-003	1.7005E-001	14147	-1.3987E-002	-2.7360E-003	4.0371E-003	3.5197E-002	-4.5489E-003
3723	7.2068E-001	1.5059E-003	1.7916E-001	14153	-1.4950E-002	-5.3065E-003	1.5779E-003	3.9861E-002	4.9896E-003
3724	9.2164E-001	2.1019E-003	2.5007E-001	14155	-2.2712E-002	-1.0099E-002	-1.4004E-002	5.3635E-002	3.2288E-002
3725	1.5487E+000	4.8235E-003	5.7392E-001	14158	-6.1924E-002	-1.5261E-002	-7.6143E-002	5.9259E-002	3.2472E-002
3726	2.5061E+000	9.7992E-003	1.1660E+000	14159	-1.3184E-001	-2.0265E-002	-1.7937E-001	4.9636E-002	-3.0288E-002
3727	3.1519E+000	1.3037E-002	1.5513E+000	14159	-1.7580E-001	-3.2569E-002	-2.4783E-001	5.5240E-002	-2.1750E-002
3728	3.4821E+000	1.4489E-002	1.7241E+000	14159	-1.9370E-001	-3.9048E-002	-2.8599E-001	7.4468E-002	2.4288E-002
3729	3.8130E+000	1.6523E-002	1.9660E+000	14158	-2.2151E-001	-3.0439E-002	-3.3272E-001	5.5541E-002	-4.7896E-002
3730	3.4909E+000	1.5162E-002	1.8041E+000	14158	-2.0338E-001	-2.4761E-002	-2.9915E-001	3.8072E-002	-8.5910E-002
3731	2.2744E+000	8.5764E-003	1.0204E+000	14157	-1.1220E-001	-2.6495E-002	-1.5792E-001	5.8309E-002	2.4381E-002
3732	1.2041E+000	3.3342E-003	3.9665E-001	14153	-3.7733E-002	-1.8628E-002	-4.1350E-002	6.2408E-002	6.9074E-002
3733	7.7394E-001	1.6118E-003	1.9173E-001	14151	-1.5569E-002	-6.8431E-003	-1.8153E-003	4.5297E-002	2.3769E-002
3734	6.6381E-001	1.3705E-003	1.6301E-001	14148	-1.3137E-002	-2.7002E-003	4.9714E-003	3.4219E-002	-1.1376E-003
3735	6.3101E-001	1.3423E-003	1.5949E-001	14117	-1.3135E-002	-2.3748E-003	4.6933E-003	3.1410E-002	-4.6279E-003
3736	6.1943E-001	1.3118E-003	1.5505E-001	13970	-1.2654E-002	-1.6487E-003	3.9969E-003	3.1572E-002	-5.7862E-003
3737	6.3386E-001	1.2856E-003	1.5175E-001	13933	-1.2231E-002	-1.1977E-004	5.1317E-003	3.2297E-002	-5.9515E-003
3738	6.8047E-001	1.2992E-003	1.5334E-001	13931	-1.2343E-002	1.0089E-003	4.9558E-003	3.3487E-002	-8.1835E-003
3739	7.4582E-001	1.3480E-003	1.5911E-001	13932	-1.3010E-002	2.7526E-003	5.1277E-003	3.4592E-002	-1.2260E-002
3740	8.0731E-001	1.3925E-003	1.6436E-001	13931	-1.3589E-002	3.7212E-003	4.9264E-003	3.5953E-002	-1.4681E-002
3741	8.4753E-001	1.4266E-003	1.6838E-001	13931	-1.4186E-002	4.1250E-003	5.1518E-003	3.6989E-002	-1.5848E-002
3742	8.6081E-001	1.4325E-003	1.6908E-001	13931	-1.4241E-002	3.7636E-003	5.8124E-003	3.8341E-002	-1.4920E-002
