# lambda	flux	error	variance	counts	eig1	eig2	eig3	eig4	eig5
4694	1.0546E+000	4.9281E-004	5.8166E-002	13931	-2.5627E-003	2.1593E-003	4.6771E-004	-1.1424E-003	-3.4038E-004
4695	1.0614E+000	4.9841E-004	5.8830E-002	13932	-2.4071E-003	2.5026E-003	4.4325E-004	-1.5540E-003	-6.6747E-004
4696	1.0673E+000	5.0203E-004	5.9256E-002	13932	-2.3911E-003	2.7849E-003	1.9732E-004	-1.8850E-003	-1.8001E-003
4697	1.0697E+000	5.0446E-004	5.9541E-002	13931	-2.4771E-003	2.7198E-003	4.2239E-004	-1.7236E-003	-3.1468E-003
4698	1.0606E+000	5.0067E-004	5.9094E-002	13931	-2.5353E-003	2.5182E-003	6.7337E-004	-1.2617E-003	-2.7674E-003
4699	1.0438E+000	5.0546E-004	5.9659E-002	13931	-2.6814E-003	2.3950E-003	3.3607E-004	-9.8187E-004	-4.9249E-004
4700	1.0315E+000	5.0866E-004	6.0037E-002	13931	-2.8553E-003	2.1953E-003	-2.1888E-004	-8.5654E-004	9.1731E-004
4701	1.0273E+000	5.0936E-004	6.0119E-002	13931	-2.9668E-003	2.2573E-003	4.9334E-005	-1.5996E-003	-5.3833E-005
4702	1.0260E+000	5.1936E-004	6.1300E-002	13931	-3.2297E-003	2.4010E-003	3.3002E-004	-1.8951E-003	-5.9653E-004
4703	1.0204E+000	5.1504E-004	6.0789E-002	13931	-3.2038E-003	2.1801E-003	1.1352E-004	-1.0314E-003	1.0444E-003
4704	1.0160E+000	5.1188E-004	6.0417E-002	13931	-3.0156E-003	1.9636E-003	1.9531E-004	-1.1351E-003	1.1797E-003
4705	1.0190E+000	5.0848E-004	6.0016E-002	13931	-2.7738E-003	2.1082E-003	2.9935E-004	-9.5688E-004	-2.9599E-004
4706	1.0256E+000	5.0811E-004	5.9974E-002	13932	-2.6985E-003	2.5871E-003	2.2214E-004	-1.5047E-003	-7.0294E-004
4707	1.0274E+000	4.9528E-004	5.8460E-002	13932	-2.6689E-003	2.4548E-003	6.6798E-004	-1.3676E-003	-1.0563E-003
4708	1.0213E+000	4.8504E-004	5.7251E-002	13932	-2.5911E-003	2.0337E-003	8.1450E-004	-8.4772E-004	-6.6942E-004
4709	1.0140E+000	4.7928E-004	5.6569E-002	13931	-2.4882E-003	1.7966E-003	8.1745E-004	-2.0320E-004	8.3211E-004
4710	1.0131E+000	4.8053E-004	5.6716E-002	13931	-2.4301E-003	1.8417E-003	2.9566E-004	-9.9191E-005	1.0630E-003
4711	1.0224E+000	4.8336E-004	5.7051E-002	13931	-2.3282E-003	2.2042E-003	1.2940E-004	-1.2425E-003	3.7796E-004
4712	1.0357E+000	4.9745E-004	5.8714E-002	13931	-2.3480E-003	2.7333E-003	2.4592E-004	-2.0109E-003	-1.5461E-003
4713	1.0426E+000	5.0985E-004	6.0177E-002	13931	-2.4436E-003	2.7936E-003	-9.3776E-006	-3.2532E-003	-2.1374E-003
4714	1.0377E+000	4.9919E-004	5.8920E-002	13931	-2.4081E-003	2.5322E-003	-5.5582E-004	-2.8835E-003	-1.1310E-003
4715	1.0300E+000	4.8988E-004	5.7823E-002	13932	-2.2484E-003	2.2270E-003	-8.5067E-004	-1.9219E-003	8.2988E-004
4716	1.0285E+000	4.8723E-004	5.7509E-002	13932	-2.0580E-003	2.0454E-003	-4.0934E-004	-1.3745E-003	1.6937E-003
4717	1.0390E+000	4.8501E-004	5.7247E-002	13932	-1.9317E-003	2.4873E-003	3.0139E-004	-1.4470E-003	2.5825E-004
4718	1.0526E+000	4.8301E-004	5.7011E-002	13932	-1.7809E-003	2.6306E-003	7.4051E-004	-1.3741E-003	-1.2448E-003
4719	1.0639E+000	4.8417E-004	5.7149E-002	13932	-1.5398E-003	2.5392E-003	4.6842E-004	-1.7325E-003	-1.3007E-003
4720	1.0705E+000	4.7676E-004	5.6274E-002	13932	-1.3506E-003	2.4440E-003	2.2785E-004	-1.3635E-003	-8.7872E-004
4721	1.0732E+000	4.7904E-004	5.6543E-002	13932	-1.3489E-003	2.6102E-003	3.0634E-004	-1.4403E-003	-8.1418E-004
4722	1.0726E+000	4.7329E-004	5.5864E-002	13932	-1.3551E-003	2.4686E-003	4.6613E-004	-1.0793E-003	-1.1444E-003
4723	1.0694E+000	4.7623E-004	5.6211E-002	13932	-1.3152E-003	2.3559E-003	4.1052E-004	-1.1738E-003	-4.6671E-004
4724	1.0684E+000	4.8191E-004	5.6882E-002	13932	-1.2800E-003	2.2378E-003	3.2438E-004	-9.7391E-004	-1.1072E-004
4725	1.0715E+000	4.8698E-004	5.7480E-002	13932	-1.3797E-003	2.5696E-003	4.8551E-004	-1.3409E-003	-7.7047E-004
4726	1.0706E+000	4.8280E-004	5.6987E-002	13932	-1.4801E-003	2.7402E-003	8.3997E-004	-1.4754E-003	-1.5516E-003
4727	1.0588E+000	4.8947E-004	5.7774E-002	13932	-1.8003E-003	2.5589E-003	1.0877E-003	-1.5490E-003	-1.0463E-003
4728	1.0395E+000	4.8396E-004	5.7124E-002	13932	-2.0107E-003	2.1163E-003	7.9725E-004	-1.4473E-003	2.0468E-004
4729	1.0193E+000	4.8668E-004	5.7445E-002	13932	-2.3750E-003	1.7852E-003	7.6046E-004	-1.8194E-003	9.9551E-004
4730	1.0100E+000	4.9303E-004	5.8195E-002	13932	-2.5027E-003	2.0533E-003	2.2057E-004	-1.2108E-003	1.3962E-003
4731	1.0097E+000	4.8261E-004	5.6962E-002	13931	-2.4904E-003	2.0683E-003	1.3625E-004	-1.2570E-003	9.4543E-004
4732	1.0151E+000	4.8376E-004	5.7098E-002	13931	-2.2907E-003	2.2376E-003	2.6283E-004	-2.0330E-003	4.0361E-004
4733	1.0230E+000	4.7715E-004	5.6318E-002	13931	-2.1065E-003	2.3003E-003	3.8284E-004	-1.9571E-003	-2.9705E-004
4734	1.0328E+000	4.7319E-004	5.5850E-002	13931	-1.9900E-003	2.2282E-003	9.0596E-005	-1.7422E-003	-9.2879E-004
4735	1.0407E+000	4.7781E-004	5.6396E-002	13931	-1.9655E-003	2.4096E-003	2.5647E-004	-2.1505E-003	-2.0150E-003
4736	1.0420E+000	4.8308E-004	5.7020E-002	13932	-1.9589E-003	2.4964E-003	3.4617E-004	-2.2325E-003	-1.8631E-003
4737	1.0390E+000	4.7577E-004	5.6156E-002	13932	-1.7697E-003	2.2987E-003	2.8477E-004	-1.3715E-003	3.6336E-004
4738	1.0370E+000	4.6915E-004	5.5376E-002	13932	-1.6843E-003	2.1557E-003	3.0389E-004	-8.8108E-004	1.6793E-003
4739	1.0413E+000	4.7989E-004	5.6644E-002	13932	-1.7203E-003	2.1769E-003	3.7016E-004	-1.2041E-003	9.4706E-005
4740	1.0484E+000	4.7925E-004	5.6568E-002	13932	-1.5665E-003	2.3827E-003	5.6398E-004	-1.8534E-003	-1.3703E-003
4741	1.0499E+000	4.7259E-004	5.5782E-002	13932	-1.4997E-003	2.2492E-003	4.9740E-004	-1.4685E-003	-6.6979E-004
4742	1.0479E+000	4.6979E-004	5.5449E-002	13931	-1.3145E-003	1.9158E-003	-1.1067E-005	-1.6984E-003	2.4453E-004
4743	1.0486E+000	4.6618E-004	5.5022E-002	13931	-1.2696E-003	2.0111E-003	3.0729E-004	-1.5044E-003	6.4642E-004
4744	1.0524E+000	4.5872E-004	5.4143E-002	13931	-1.3626E-003	2.2030E-003	2.1586E-004	-1.6198E-003	-7.9650E-005
4745	1.0553E+000	4.6702E-004	5.5121E-002	13930	-1.3709E-003	2.1773E-003	1.1200E-004	-1.4711E-003	-2.1240E-004
4746	1.0553E+000	4.6364E-004	5.4721E-002	13930	-1.3449E-003	2.1917E-003	4.3387E-004	-1.3161E-003	-2.4958E-004
4747	1.0575E+000	4.6086E-004	5.4393E-002	13930	-1.2503E-003	2.1755E-003	2.7407E-004	-8.3533E-004	-1.6476E-004
4748	1.0616E+000	4.7039E-004	5.5518E-002	13930	-1.1885E-003	2.2577E-003	4.4950E-004	-1.8807E-003	-8.2116E-004
4749	1.0636E+000	4.7424E-004	5.5975E-002	13931	-1.1586E-003	2.3080E-003	4.4627E-004	-2.4322E-003	-4.5715E-004
4750	1.0635E+000	4.7910E-004	5.6548E-002	13931	-1.0962E-003	2.3779E-003	1.7411E-004	-2.3222E-003	-1.1362E-003
4751	1.0626E+000	4.8011E-004	5.6667E-002	13931	-1.1322E-003	2.3494E-003	2.4132E-004	-2.2288E-003	-1.3216E-003
4752	1.0595E+000	4.7943E-004	5.6587E-002	13931	-1.3235E-003	2.4067E-003	4.1418E-004	-2.2070E-003	-7.1399E-004
4753	1.0530E+000	4.7198E-004	5.5707E-002	13931	-1.4175E-003	2.2625E-003	8.7915E-005	-1.8849E-003	-2.0991E-004
4754	1.0464E+000	4.6925E-004	5.5387E-002	13932	-1.5446E-003	2.1246E-003	-1.2085E-004	-1.7001E-003	5.9478E-004
4755	1.0415E+000	4.6909E-004	5.5368E-002	13932	-1.6721E-003	2.0724E-003	-8.6034E-005	-1.8381E-003	3.9093E-004
4756	1.0370E+000	4.6310E-004	5.4662E-002	13932	-1.7772E-003	1.9891E-003	-2.4978E-004	-1.7144E-003	5.6042E-004
4757	1.0346E+000	4.6031E-004	5.4332E-002	13932	-1.6599E-003	1.9546E-003	-4.4873E-006	-9.2240E-004	2.8107E-004
4758	1.0359E+000	4.6067E-004	5.4375E-002	13932	-1.5030E-003	2.1907E-003	7.8150E-006	-1.4257E-003	1.4447E-004
4759	1.0397E+000	4.6193E-004	5.4523E-002	13932	-1.4142E-003	2.2638E-003	5.4619E-004	-2.1846E-003	-3.9115E-005
4760	1.0432E+000	4.7508E-004	5.6075E-002	13932	-1.4163E-003	2.4010E-003	5.5819E-004	-2.4826E-003	-5.5935E-004
4761	1.0432E+000	4.7496E-004	5.6061E-002	13932	-1.4879E-003	2.5706E-003	5.3096E-004	-2.6216E-003	-1.4453E-003
4762	1.0336E+000	4.7333E-004	5.5869E-002	13932	-1.6042E-003	2.4221E-003	2.4779E-004	-2.2561E-003	-1.3152E-003
4763	1.0178E+000	4.7174E-004	5.5681E-002	13932	-1.7948E-003	2.2529E-003	1.7602E-004	-1.2812E-003	-1.8520E-004
4764	1.0040E+000	4.7303E-004	5.5833E-002	13932	-1.9945E-003	2.0676E-003	2.9219E-004	-1.0921E-003	1.0160E-003
4765	9.9604E-001	4.7613E-004	5.6199E-002	13932	-2.1019E-003	2.2842E-003	2.1454E-004	-1.1886E-003	8.8319E-004
4766	9.9409E-001	4.7088E-004	5.5580E-002	13932	-2.0867E-003	2.2004E-003	-1.1617E-004	-1.6297E-003	7.7344E-004
4767	9.9777E-001	4.6972E-004	5.5441E-002	13931	-2.1002E-003	2.1380E-003	-2.7890E-004	-1.8355E-003	1.0290E-003
4768	1.0072E+000	4.6648E-004	5.5058E-002	13931	-2.0185E-003	2.2660E-003	-7.3433E-005	-2.0500E-003	5.8752E-004
4769	1.0206E+000	4.6333E-004	5.4687E-002	13931	-1.7707E-003	2.4576E-003	1.2440E-004	-2.5149E-003	1.2082E-004
4770	1.0337E+000	4.7124E-004	5.5620E-002	13931	-1.6697E-003	2.5935E-003	-6.1570E-005	-2.9537E-003	-7.9132E-004
4771	1.0393E+000	4.6114E-004	5.4429E-002	13931	-1.6155E-003	2.3102E-003	8.8946E-005	-2.3005E-003	-9.7890E-004
4772	1.0364E+000	4.6591E-004	5.4994E-002	13932	-1.5004E-003	1.9631E-003	-1.5434E-004	-2.2408E-003	-3.3539E-004
4773	1.0337E+000	4.6313E-004	5.4665E-002	13932	-1.3670E-003	1.9529E-003	-1.8177E-004	-2.1580E-003	1.1988E-003
4774	1.0373E+000	4.6796E-004	5.5235E-002	13932	-1.2684E-003	2.0864E-003	-3.0397E-004	-1.9624E-003	6.7639E-004
4775	1.0467E+000	4.6838E-004	5.5285E-002	13932	-1.2232E-003	2.4143E-003	5.8972E-005	-2.2280E-003	-1.3873E-003
4776	1.0549E+000	4.6549E-004	5.4944E-002	13932	-1.0057E-003	2.4388E-003	-1.7693E-004	-2.4008E-003	-1.6418E-003
4777	1.0582E+000	4.6268E-004	5.4610E-002	13931	-9.2007E-004	2.3490E-003	-5.4468E-005	-2.4305E-003	-6.9505E-004
4778	1.0586E+000	4.5914E-004	5.4193E-002	13931	-8.9829E-004	2.2885E-003	1.9728E-004	-2.0052E-003	-1.2653E-003
4779	1.0564E+000	4.6190E-004	5.4518E-002	13931	-8.9911E-004	2.3524E-003	1.1826E-004	-1.7857E-003	-1.0764E-003
4780	1.0516E+000	4.5532E-004	5.3741E-002	13931	-7.5802E-004	2.2298E-003	1.9975E-004	-2.3943E-003	-3.8738E-004
4781	1.0450E+000	4.5450E-004	5.3645E-002	13931	-8.2783E-004	2.0741E-003	3.5413E-004	-2.3432E-003	1.9890E-004
4782	1.0403E+000	4.6170E-004	5.4494E-002	13931	-9.4269E-004	2.0387E-003	3.7994E-004	-1.8356E-003	-4.5373E-004
4783	1.0361E+000	4.6286E-004	5.4631E-002	13931	-1.1224E-003	2.0979E-003	1.3325E-004	-2.2860E-003	-1.1142E-003
4784	1.0320E+000	4.6461E-004	5.4840E-002	13932	-1.2646E-003	2.0702E-003	2.4802E-004	-2.2423E-003	-5.4006E-004
4785	1.0283E+000	4.5931E-004	5.4214E-002	13932	-1.3390E-003	2.0704E-003	6.8526E-005	-2.1287E-003	2.6975E-004
4786	1.0262E+000	4.6016E-004	5.4315E-002	13932	-1.3133E-003	2.1384E-003	2.3705E-004	-2.4700E-003	-3.0265E-004
4787	1.0215E+000	4.5831E-004	5.4096E-002	13932	-1.3355E-003	1.7669E-003	4.3485E-004	-2.2471E-003	3.9164E-004
4788	1.0176E+000	4.6019E-004	5.4318E-002	13932	-1.4024E-003	1.6612E-003	3.4799E-005	-1.5620E-003	6.8995E-004
4789	1.0161E+000	4.5225E-004	5.3381E-002	13932	-1.3071E-003	1.8289E-003	7.9836E-005	-1.5974E-003	5.2857E-004
4790	1.0174E+000	4.4512E-004	5.2540E-002	13932	-1.2336E-003	1.9019E-003	2.9619E-004	-1.8476E-003	7.2097E-004
4791	1.0198E+000	4.4654E-004	5.2706E-002	13932	-1.2262E-003	1.7187E-003	3.2929E-004	-1.4799E-003	2.5360E-004
4792	1.0255E+000	4.4711E-004	5.2774E-002	13932	-1.0350E-003	1.9317E-003	3.1494E-004	-1.8882E-003	9.2865E-005
4793	1.0357E+000	4.5422E-004	5.3613E-002	13932	-8.1660E-004	1.9941E-003	-5.9584E-005	-2.3897E-003	2.1352E-004
4794	1.0479E+000	4.6237E-004	5.4576E-002	13932	-6.4159E-004	2.1557E-003	-1.6878E-004	-2.2951E-003	-3.6456E-004
4795	1.0595E+000	4.6395E-004	5.4761E-002	13932	-4.6388E-004	2.3932E-003	2.9498E-004	-2.5979E-003	-1.6038E-003
4796	1.0656E+000	4.6927E-004	5.5390E-002	13932	-3.5959E-004	2.4033E-003	8.1962E-004	-3.2132E-003	-2.2071E-003
4797	1.0621E+000	4.6787E-004	5.5225E-002	13932	-3.9032E-004	2.1562E-003	1.9062E-004	-3.1152E-003	-1.6971E-003
4798	1.0511E+000	4.6242E-004	5.4581E-002	13932	-5.1473E-004	1.9884E-003	3.2246E-004	-2.2416E-003	-9.0641E-004
4799	1.0369E+000	4.5296E-004	5.3465E-002	13932	-6.7754E-004	1.6930E-003	3.6193E-004	-1.7824E-003	2.0769E-004
4800	1.0262E+000	4.4671E-004	5.2727E-002	13932	-7.1129E-004	1.5459E-003	1.5512E-004	-1.3000E-003	1.3105E-003
4801	1.0236E+000	4.3543E-004	5.1396E-002	13932	-7.3421E-004	1.6691E-003	-1.4627E-004	-1.9448E-003	1.1914E-003
4802	1.0308E+000	4.4257E-004	5.2239E-002	13932	-6.6002E-004	2.0315E-003	-1.9907E-004	-2.0473E-003	3.5731E-004
4803	1.0394E+000	4.5609E-004	5.3834E-002	13932	-6.3415E-004	2.1776E-003	-1.8637E-004	-2.5188E-003	-9.7314E-004
4804	1.0421E+000	4.5368E-004	5.3550E-002	13932	-5.9628E-004	2.1280E-003	2.2809E-004	-2.3061E-003	-1.7813E-003
4805	1.0354E+000	4.5303E-004	5.3473E-002	13932	-5.6004E-004	1.9187E-003	5.6768E-005	-2.4879E-003	-4.6096E-004
4806	1.0250E+000	4.5329E-004	5.3503E-002	13932	-6.1775E-004	1.8125E-003	1.1551E-004	-1.9753E-003	3.2306E-004
4807	1.0181E+000	4.5501E-004	5.3706E-002	13932	-7.2198E-004	1.6742E-003	-5.5487E-005	-1.3504E-003	6.4568E-004
4808	1.0165E+000	4.4865E-004	5.2956E-002	13932	-8.2481E-004	1.5390E-003	-2.4583E-004	-1.9180E-003	-9.6294E-005
4809	1.0183E+000	4.4982E-004	5.3093E-002	13931	-8.7083E-004	1.7703E-003	-9.3774E-005	-2.3577E-003	-4.7177E-004
4810	1.0211E+000	4.5216E-004	5.3369E-002	13931	-8.5805E-004	1.9824E-003	1.2607E-004	-2.2817E-003	-6.4000E-004
4811	1.0243E+000	4.5320E-004	5.3491E-002	13931	-7.4374E-004	2.1388E-003	6.6186E-005	-2.2452E-003	-1.6087E-003
4812	1.0268E+000	4.4881E-004	5.2973E-002	13931	-6.1240E-004	1.9337E-003	2.3221E-005	-2.3730E-003	-1.2847E-003
4813	1.0284E+000	4.4625E-004	5.2671E-002	13931	-5.8018E-004	1.8674E-003	-2.7564E-004	-1.9939E-003	-1.1331E-003
4814	1.0305E+000	4.4774E-004	5.2846E-002	13931	-5.3638E-004	1.8825E-003	-5.4226E-004	-2.4085E-003	-7.0062E-004
4815	1.0349E+000	4.5722E-004	5.3967E-002	13932	-6.6876E-004	1.8594E-003	-3.2840E-004	-2.5490E-003	-4.3757E-004
4816	1.0384E+000	4.5740E-004	5.3988E-002	13932	-5.4654E-004	1.7755E-003	-3.3328E-004	-2.2505E-003	-3.7602E-004
4817	1.0415E+000	4.5161E-004	5.3306E-002	13932	-4.1959E-004	1.6758E-003	-1.5371E-004	-1.8631E-003	-5.9008E-004
4818	1.0445E+000	4.5584E-004	5.3805E-002	13932	-3.0247E-004	1.8361E-003	-4.3582E-004	-2.4935E-003	-9.3253E-004
4819	1.0473E+000	4.5917E-004	5.4197E-002	13932	-9.9287E-005	1.9796E-003	-1.6972E-004	-2.8936E-003	-9.1568E-004
4820	1.0477E+000	4.5430E-004	5.3623E-002	13932	-1.4602E-004	2.0319E-003	-1.0148E-004	-2.5353E-003	-1.5373E-003
4821	1.0455E+000	4.4236E-004	5.2214E-002	13932	-1.8259E-004	2.1373E-003	1.0862E-004	-2.4258E-003	-1.5398E-003
4822	1.0378E+000	4.4349E-004	5.2347E-002	13932	-3.5471E-004	1.9511E-003	4.7026E-005	-2.3166E-003	-1.9484E-003
4823	1.0246E+000	4.4371E-004	5.2373E-002	13932	-5.1526E-004	1.6938E-003	3.7539E-005	-2.0272E-003	-1.2735E-003
4824	1.0071E+000	4.4545E-004	5.2578E-002	13932	-5.9715E-004	1.4872E-003	-9.7601E-005	-1.5079E-003	6.9627E-004
4825	9.9662E-001	4.4521E-004	5.2550E-002	13932	-5.4385E-004	1.3121E-003	-3.7080E-004	-1.0249E-003	1.9795E-003
4826	1.0009E+000	4.4575E-004	5.2614E-002	13932	-4.2937E-004	1.4289E-003	-2.6559E-004	-1.4036E-003	4.3008E-004
4827	1.0109E+000	4.5432E-004	5.3626E-002	13932	-4.2927E-004	2.0355E-003	-1.5769E-004	-1.8362E-003	-1.3659E-003
4828	1.0168E+000	4.5244E-004	5.3404E-002	13932	-5.2808E-004	1.9428E-003	-2.8546E-004	-2.2134E-003	-2.6318E-003
4829	1.0152E+000	4.4263E-004	5.2245E-002	13932	-5.4636E-004	1.8076E-003	-2.2384E-004	-2.2083E-003	-1.6449E-003
4830	1.0117E+000	4.4590E-004	5.2631E-002	13932	-5.2908E-004	1.6741E-003	-3.7915E-004	-2.4499E-003	-5.9603E-004
4831	1.0072E+000	4.4150E-004	5.2112E-002	13932	-4.8315E-004	1.6155E-003	-1.5085E-004	-2.6336E-003	-5.6354E-004
4832	1.0032E+000	4.3213E-004	5.1005E-002	13932	-5.6337E-004	1.4707E-003	-1.8787E-004	-2.2908E-003	-7.8616E-004
4833	9.9968E-001	4.3796E-004	5.1694E-002	13932	-5.6878E-004	1.4298E-003	-2.5477E-004	-1.9653E-003	-4.9638E-004
4834	9.9997E-001	4.4207E-004	5.2177E-002	13931	-5.2517E-004	1.4074E-003	-1.4518E-004	-1.6825E-003	-1.7620E-004
4835	1.0044E+000	4.4579E-004	5.2616E-002	13931	-4.9121E-004	1.6961E-003	2.1270E-004	-2.3395E-003	-9.6184E-004
4836	1.0068E+000	4.4300E-004	5.2286E-002	13930	-3.5814E-004	1.6700E-003	5.4141E-004	-3.0116E-003	-1.5977E-003
4837	1.0060E+000	4.4899E-004	5.2992E-002	13930	-1.7763E-004	1.5193E-003	-4.1394E-006	-2.9112E-003	-1.1563E-003
4838	1.0031E+000	4.4814E-004	5.2892E-002	13930	-2.7949E-004	1.4802E-003	1.1693E-004	-2.1132E-003	-1.4148E-003
4839	9.9638E-001	4.3963E-004	5.1888E-002	13930	-4.2864E-004	1.4075E-003	-6.5862E-005	-1.8119E-003	-8.1540E-004
4840	9.8685E-001	4.3551E-004	5.1401E-002	13930	-4.9584E-004	1.2057E-003	1.1666E-004	-1.2892E-003	-4.4761E-004
4841	9.7954E-001	4.3588E-004	5.1447E-002	13931	-4.2308E-004	1.0728E-003	8.4416E-005	-1.0958E-003	1.4420E-004
4842	9.7678E-001	4.3250E-004	5.1048E-002	13931	-3.8538E-004	1.2110E-003	8.3123E-005	-1.2896E-003	-4.3256E-004
4843	9.7541E-001	4.3593E-004	5.1452E-002	13931	-2.9234E-004	1.2360E-003	3.0179E-004	-1.4703E-003	-1.3682E-003
4844	9.7453E-001	4.4039E-004	5.1981E-002	13932	-2.9337E-004	1.0997E-003	2.4937E-004	-2.1832E-003	-8.9041E-004
4845	9.7565E-001	4.4360E-004	5.2360E-002	13932	-4.1873E-005	1.1743E-003	-1.4783E-004	-1.3272E-003	-1.1275E-003
4846	9.7765E-001	4.4935E-004	5.3039E-002	13932	1.0736E-004	1.5020E-003	-1.7477E-004	-1.2160E-003	-2.3750E-003
4847	9.7587E-001	4.5111E-004	5.3245E-002	13931	1.0992E-004	1.4913E-003	-9.1322E-005	-1.4632E-003	-2.7710E-003
4848	9.6495E-001	4.4569E-004	5.2605E-002	13931	1.6316E-004	1.0990E-003	1.8592E-004	-1.3660E-003	-1.3884E-003
4849	9.4845E-001	4.3833E-004	5.1736E-002	13931	3.6696E-004	7.0540E-004	-1.4212E-004	-1.1639E-003	-1.7444E-004
4850	9.3832E-001	4.3769E-004	5.1660E-002	13931	4.4311E-004	6.5877E-004	-3.6358E-004	-8.7849E-004	-2.0510E-004
4851	9.3678E-001	4.3489E-004	5.1329E-002	13931	4.3951E-004	8.9760E-004	-2.8079E-004	-1.6136E-003	-1.1389E-003
4852	9.3558E-001	4.4159E-004	5.2117E-002	13929	4.6395E-004	9.5207E-004	-3.1442E-004	-1.3847E-003	-2.8259E-003
4853	9.2816E-001	4.5414E-004	5.3600E-002	13930	5.2677E-004	8.5681E-004	4.2805E-005	-1.1717E-003	-4.0055E-003
4854	9.1256E-001	4.5808E-004	5.4067E-002	13931	5.3115E-004	6.4099E-004	1.6379E-004	-6.0054E-004	-3.5030E-003
4855	8.8745E-001	4.5687E-004	5.3928E-002	13933	5.3401E-004	2.2888E-004	2.5392E-004	-1.0597E-005	-2.0185E-003
4856	8.6007E-001	4.5967E-004	5.4300E-002	13954	6.3939E-004	-5.5913E-004	7.2044E-004	7.7761E-004	3.8888E-004
4857	8.4316E-001	4.8514E-004	5.7448E-002	14022	5.6210E-004	-1.7263E-003	1.1680E-003	2.5818E-003	4.1133E-003
4858	8.5282E-001	6.0136E-004	7.1450E-002	14117	2.7825E-004	-4.8647E-003	1.7102E-003	8.0113E-003	1.6596E-002
4859	9.5145E-001	1.0668E-003	1.2689E-001	14148	-1.6152E-003	-1.4647E-002	1.9117E-003	1.8129E-002	5.3324E-002
4860	1.3088E+000	2.1675E-003	2.5783E-001	14149	-1.5241E-002	-3.3119E-002	6.6994E-004	2.0247E-002	8.5580E-002
4861	2.0126E+000	4.3888E-003	5.2207E-001	14151	-5.1808E-002	-5.4849E-002	5.9967E-004	-1.1492E-002	2.7903E-002
4862	2.6867E+000	7.1449E-003	8.4993E-001	14151	-9.2072E-002	-7.1641E-002	4.2467E-003	-5.6864E-002	-9.2648E-002
4863	2.6905E+000	7.3050E-003	8.6898E-001	14151	-9.2960E-002	-7.6663E-002	8.3595E-003	-5.4418E-002	-9.9435E-002
4864	2.0092E+000	4.7189E-003	5.6130E-001	14149	-5.3086E-002	-6.4325E-002	7.2377E-003	-2.1549E-003	2.2794E-002
4865	1.2913E+000	2.4072E-003	2.8633E-001	14148	-1.5784E-002	-3.9007E-002	1.9397E-003	2.9369E-002	9.0940E-002
4866	9.3942E-001	1.1384E-003	1.3525E-001	14116	-1.8639E-003	-1.5917E-002	-4.8382E-004	2.0428E-002	5.7707E-002
4867	8.5142E-001	5.7607E-004	6.8181E-002	14008	5.1449E-004	-4.0462E-003	-5.4223E-004	6.2703E-003	1.6592E-002
4868	8.5074E-001	4.6665E-004	5.5116E-002	13950	6.7659E-004	-4.0919E-004	-4.5319E-004	6.2561E-004	1.1868E-003
4869	8.6379E-001	4.4543E-004	5.2577E-002	13933	6.2141E-004	5.8828E-004	-1.3444E-004	-9.2414E-004	-2.5319E-003
4870	8.7326E-001	4.3615E-004	5.1477E-002	13930	2.8589E-004	8.9965E-004	7.6254E-005	-1.2867E-003	-3.8138E-003
4871	8.7145E-001	4.3227E-004	5.1019E-002	13930	-3.3993E-005	6.9454E-004	1.6330E-005	-6.2066E-004	-2.9786E-003
4872	8.6470E-001	4.2364E-004	5.0000E-002	13930	-2.2074E-004	2.6474E-004	-2.1918E-004	-2.2894E-004	-1.5883E-004
4873	8.6618E-001	4.3063E-004	5.0827E-002	13931	-3.1470E-004	3.2042E-004	-7.7337E-004	-4.4622E-004	3.6281E-004
4874	8.8006E-001	4.3301E-004	5.1108E-002	13931	-4.1548E-004	7.9621E-004	-7.8619E-004	-1.1576E-003	-9.5041E-004
4875	9.0045E-001	4.3633E-004	5.1497E-002	13929	-3.7702E-004	1.2347E-003	-3.7509E-004	-2.4896E-003	-1.8878E-003
4876	9.1511E-001	4.3244E-004	5.1037E-002	13929	-1.7817E-004	1.2633E-003	-2.4154E-004	-2.0308E-003	-1.6246E-003
4877	9.2463E-001	4.3506E-004	5.1346E-002	13929	-4.3084E-005	1.1139E-003	-6.8218E-004	-1.7475E-003	-1.1158E-003
4878	9.3451E-001	4.3099E-004	5.0868E-002	13930	1.5135E-004	1.0210E-003	-8.1549E-004	-1.5630E-003	-8.5987E-004
4879	9.4850E-001	4.2862E-004	5.0589E-002	13930	1.1108E-004	1.2039E-003	-7.4034E-004	-2.1975E-003	-9.0030E-004
4880	9.6250E-001	4.3917E-004	5.1833E-002	13930	-2.6030E-005	1.4353E-003	-4.2435E-004	-2.4852E-003	-1.8835E-003
4881	9.7185E-001	4.4166E-004	5.2128E-002	13930	-1.6507E-004	1.4970E-003	-4.6637E-004	-3.0421E-003	-2.4358E-003
4882	9.7146E-001	4.4176E-004	5.2139E-002	13930	-1.9895E-004	1.2917E-003	-5.2976E-004	-2.8670E-003	-1.6835E-003
4883	9.6588E-001	4.3649E-004	5.1517E-002	13930	-2.3936E-004	1.1749E-003	-5.1897E-004	-2.4792E-003	-1.5922E-004
4884	9.6066E-001	4.3645E-004	5.1512E-002	13930	-2.7164E-004	1.1359E-003	-1.2124E-004	-2.4029E-003	2.3504E-005
