# lambda	flux	error	variance	counts	eig1	eig2	eig3	eig4	eig5
4262	1.0284E+000	9.8481E-004	8.1398E-002	6832	-6.2813E-003	9.1442E-003	-2.4941E-003	8.8787E-003	-5.8727E-003
4263	1.0547E+000	9.5331E-004	7.8795E-002	6832	-5.4100E-003	9.3187E-003	-2.6550E-003	7.9158E-003	-3.0652E-003
4264	1.0860E+000	9.4662E-004	7.8242E-002	6832	-4.8283E-003	9.3527E-003	-3.0963E-003	8.4081E-003	3.1270E-005
4265	1.1045E+000	9.3832E-004	7.7556E-002	6832	-4.4904E-003	9.3537E-003	-3.7162E-003	7.6087E-003	1.9923E-003
4266	1.1089E+000	9.2638E-004	7.6569E-002	6832	-4.2324E-003	9.4999E-003	-3.3077E-003	8.0863E-003	3.4547E-004
4267	1.1033E+000	9.4024E-004	7.7715E-002	6832	-4.5244E-003	9.4281E-003	-2.6465E-003	8.1274E-003	-5.3188E-005
4268	1.0868E+000	9.3834E-004	7.7558E-002	6832	-4.8280E-003	9.5468E-003	-2.5966E-003	7.6429E-003	5.4239E-004
4269	1.0670E+000	9.5905E-004	7.9270E-002	6832	-5.3143E-003	9.5385E-003	-2.5512E-003	7.3397E-003	-7.5353E-004
4270	1.0477E+000	9.6327E-004	7.9618E-002	6832	-5.6454E-003	9.5483E-003	-2.3987E-003	7.7124E-003	-1.5075E-003
4271	1.0204E+000	9.6423E-004	7.9697E-002	6832	-6.1933E-003	9.2200E-003	-3.3895E-003	8.5008E-003	-3.0259E-003
4272	9.9250E-001	9.7857E-004	8.0883E-002	6832	-6.8581E-003	8.2922E-003	-3.9567E-003	9.7685E-003	-5.5663E-003
4273	9.8422E-001	9.9476E-004	8.2221E-002	6832	-6.8741E-003	8.7447E-003	-3.8325E-003	1.0000E-002	-5.1943E-003
4274	9.8929E-001	9.8615E-004	8.1509E-002	6832	-6.5822E-003	9.2527E-003	-4.3398E-003	9.4203E-003	-4.6933E-003
4275	9.9985E-001	9.6764E-004	7.9980E-002	6832	-6.2641E-003	9.1930E-003	-3.6678E-003	8.5925E-003	-4.3788E-003
4276	1.0174E+000	9.5589E-004	7.9008E-002	6832	-5.8831E-003	9.5092E-003	-3.0721E-003	8.0248E-003	-2.6550E-003
4277	1.0445E+000	9.4586E-004	7.8179E-002	6832	-5.1127E-003	9.6737E-003	-2.0459E-003	6.9726E-003	-8.9229E-004
4278	1.0697E+000	9.2348E-004	7.6329E-002	6832	-4.6299E-003	9.5691E-003	-2.5335E-003	5.6406E-003	-9.2829E-005
4279	1.0799E+000	9.2607E-004	7.6543E-002	6832	-4.3842E-003	9.5673E-003	-3.1531E-003	6.2678E-003	3.8354E-004
4280	1.0751E+000	9.3162E-004	7.7002E-002	6832	-4.6774E-003	9.4788E-003	-3.4285E-003	8.2998E-003	-4.3467E-004
4281	1.0617E+000	9.4675E-004	7.8252E-002	6832	-5.4488E-003	9.0912E-003	-3.2984E-003	8.5911E-003	-2.0251E-003
4282	1.0510E+000	9.3942E-004	7.7647E-002	6832	-5.4970E-003	8.7044E-003	-3.7360E-003	8.2633E-003	-2.9296E-003
4283	1.0463E+000	9.3605E-004	7.7368E-002	6832	-5.3460E-003	8.7485E-003	-2.8656E-003	8.3566E-003	-2.0716E-003
4284	1.0461E+000	9.1526E-004	7.5650E-002	6832	-5.1580E-003	8.8933E-003	-2.6583E-003	7.4354E-003	-1.2900E-003
4285	1.0434E+000	9.2817E-004	7.6717E-002	6832	-5.2166E-003	9.2905E-003	-2.3891E-003	7.4677E-003	-2.6029E-003
4286	1.0402E+000	9.4567E-004	7.8163E-002	6832	-5.4053E-003	9.4462E-003	-2.2389E-003	7.5470E-003	-3.0487E-003
4287	1.0395E+000	9.4405E-004	7.8030E-002	6832	-5.6504E-003	9.2337E-003	-2.1396E-003	7.3039E-003	-2.8407E-003
4288	1.0359E+000	9.6533E-004	7.9788E-002	6832	-6.2414E-003	9.0915E-003	-3.2733E-003	7.0937E-003	-8.2881E-004
4289	1.0165E+000	9.9107E-004	8.1916E-002	6832	-6.5873E-003	9.1912E-003	-4.1254E-003	7.1583E-003	-2.3543E-003
4290	9.8567E-001	1.0025E-003	8.2860E-002	6832	-7.2406E-003	8.6642E-003	-4.0536E-003	8.1285E-003	-6.9255E-003
4291	9.6921E-001	9.7685E-004	8.0735E-002	6831	-6.9190E-003	7.9357E-003	-3.7182E-003	8.9242E-003	-7.9501E-003
4292	9.8214E-001	9.6396E-004	7.9669E-002	6831	-6.1794E-003	8.8597E-003	-4.0853E-003	7.9374E-003	-5.3438E-003
4293	1.0096E+000	9.4665E-004	7.8238E-002	6831	-5.4730E-003	9.4328E-003	-4.1459E-003	7.4020E-003	-1.6437E-003
4294	1.0249E+000	9.4153E-004	7.7816E-002	6831	-5.2675E-003	9.1757E-003	-3.5060E-003	8.1610E-003	4.2671E-004
4295	1.0222E+000	9.1308E-004	7.5464E-002	6831	-5.2567E-003	8.5922E-003	-3.6683E-003	6.8262E-003	-2.2242E-003
4296	1.0123E+000	9.1591E-004	7.5698E-002	6831	-5.4618E-003	8.4969E-003	-3.6809E-003	6.6246E-003	-2.7539E-003
4297	1.0048E+000	9.2633E-004	7.6559E-002	6831	-5.7115E-003	8.6268E-003	-3.5310E-003	6.5561E-003	-3.6235E-004
4298	9.8988E-001	9.6059E-004	7.9390E-002	6831	-6.2219E-003	8.6706E-003	-4.5974E-003	6.9077E-003	-1.0121E-003
4299	9.6078E-001	9.8238E-004	8.1192E-002	6831	-6.7222E-003	8.5344E-003	-4.7004E-003	7.9175E-003	-3.5698E-003
4300	9.3094E-001	1.0009E-003	8.2725E-002	6831	-7.5815E-003	8.3591E-003	-4.6628E-003	7.6314E-003	-6.8323E-003
4301	9.1259E-001	1.0075E-003	8.3265E-002	6831	-7.6330E-003	8.3094E-003	-4.6553E-003	8.3790E-003	-6.5395E-003
4302	9.1136E-001	1.0111E-003	8.3567E-002	6831	-7.4219E-003	8.8137E-003	-4.3605E-003	8.6231E-003	-5.6003E-003
4303	9.1675E-001	9.9361E-004	8.2119E-002	6831	-7.2261E-003	8.7456E-003	-3.8705E-003	8.5089E-003	-4.0628E-003
4304	9.2672E-001	9.7100E-004	8.0251E-002	6831	-6.9173E-003	8.3344E-003	-3.4847E-003	6.6445E-003	-3.7874E-003
4305	9.3852E-001	9.8379E-004	8.1308E-002	6831	-6.9186E-003	8.7137E-003	-3.3022E-003	6.5026E-003	-2.4416E-003
4306	9.4408E-001	9.8592E-004	8.1490E-002	6832	-6.9075E-003	8.9913E-003	-3.4156E-003	6.3318E-003	-8.5645E-004
4307	9.3642E-001	9.9635E-004	8.2352E-002	6832	-7.0171E-003	8.8813E-003	-3.9852E-003	6.0799E-003	-2.3238E-003
4308	9.2085E-001	9.9663E-004	8.2369E-002	6831	-7.3241E-003	8.3886E-003	-4.0905E-003	7.9129E-003	-5.1695E-003
4309	9.1063E-001	1.0075E-003	8.3271E-002	6831	-7.6842E-003	8.0596E-003	-4.5055E-003	8.4513E-003	-7.0759E-003
4310	9.1545E-001	1.0143E-003	8.3837E-002	6832	-7.5770E-003	8.4244E-003	-4.5007E-003	7.9997E-003	-7.5773E-003
4311	9.3555E-001	9.9337E-004	8.2106E-002	6832	-7.1182E-003	8.9382E-003	-4.7378E-003	7.1415E-003	-4.2630E-003
4312	9.5618E-001	9.8315E-004	8.1261E-002	6832	-6.9593E-003	8.8427E-003	-5.0475E-003	6.7751E-003	-1.5767E-003
4313	9.6572E-001	9.4244E-004	7.7896E-002	6832	-6.2822E-003	8.4497E-003	-4.6455E-003	6.3172E-003	-1.8096E-003
4314	9.6823E-001	9.1017E-004	7.5229E-002	6832	-5.5449E-003	7.5920E-003	-4.5459E-003	6.0353E-003	-2.9143E-003
4315	9.7456E-001	8.9464E-004	7.3946E-002	6832	-5.2308E-003	7.3115E-003	-3.8860E-003	7.9166E-003	-3.9000E-003
4316	9.9946E-001	8.7197E-004	7.2072E-002	6832	-4.4465E-003	6.9773E-003	-2.3904E-003	8.7795E-003	-3.1118E-003
4317	1.0370E+000	8.6164E-004	7.1217E-002	6832	-3.5170E-003	7.3610E-003	-1.7567E-003	6.9358E-003	9.0376E-004
4318	1.0607E+000	8.4655E-004	6.9971E-002	6832	-3.0281E-003	7.8123E-003	-2.2479E-003	5.8686E-003	2.9653E-003
4319	1.0657E+000	8.4366E-004	6.9732E-002	6832	-2.9918E-003	7.4328E-003	-2.6458E-003	7.2750E-003	1.0407E-003
4320	1.0554E+000	8.3552E-004	6.9059E-002	6832	-3.1472E-003	7.0309E-003	-2.4084E-003	6.7630E-003	-1.1045E-003
4321	1.0405E+000	8.3750E-004	6.9223E-002	6832	-3.1751E-003	7.2350E-003	-2.8331E-003	7.1569E-003	-6.6398E-004
4322	1.0259E+000	8.4161E-004	6.9562E-002	6832	-3.6711E-003	7.0592E-003	-2.9846E-003	7.9132E-003	7.1869E-006
4323	1.0108E+000	8.6870E-004	7.1801E-002	6832	-4.3410E-003	7.3890E-003	-3.8525E-003	7.7763E-003	7.3363E-004
4324	9.8339E-001	8.9396E-004	7.3889E-002	6832	-5.1127E-003	7.7965E-003	-4.8463E-003	7.8347E-003	1.4460E-003
4325	9.4279E-001	9.0218E-004	7.4568E-002	6832	-5.9272E-003	6.9176E-003	-4.3851E-003	8.9527E-003	-1.4085E-003
4326	9.1126E-001	8.9463E-004	7.3945E-002	6832	-6.1794E-003	6.1699E-003	-3.2799E-003	9.5798E-003	-6.1930E-003
4327	9.1124E-001	8.8755E-004	7.3360E-002	6832	-5.8790E-003	6.3032E-003	-2.8855E-003	9.1596E-003	-6.1945E-003
4328	9.4122E-001	8.5897E-004	7.0997E-002	6832	-4.7847E-003	7.0486E-003	-2.8660E-003	8.5239E-003	-1.4345E-003
4329	9.7497E-001	8.3230E-004	6.8793E-002	6832	-3.7633E-003	6.8490E-003	-3.6865E-003	7.8072E-003	2.7374E-003
4330	9.8608E-001	8.1307E-004	6.7203E-002	6832	-3.2564E-003	5.9033E-003	-4.6022E-003	7.8081E-003	3.1599E-003
4331	9.7459E-001	8.1194E-004	6.7110E-002	6832	-3.2811E-003	5.2994E-003	-3.8283E-003	8.7638E-003	1.1295E-003
4332	9.5810E-001	8.0249E-004	6.6325E-002	6831	-3.1305E-003	5.4012E-003	-3.4593E-003	9.3603E-003	1.0491E-003
4333	9.4728E-001	8.1002E-004	6.6948E-002	6831	-2.8923E-003	5.2215E-003	-4.0392E-003	9.6384E-003	2.1119E-003
4334	9.3708E-001	7.9273E-004	6.5527E-002	6833	-2.6758E-003	4.7606E-003	-4.1643E-003	9.2351E-003	2.0042E-003
4335	9.2208E-001	7.9648E-004	6.5832E-002	6832	-2.4280E-003	4.0866E-003	-5.0062E-003	9.4993E-003	3.4579E-003
4336	8.9783E-001	8.0635E-004	6.6672E-002	6837	-2.8051E-003	3.7631E-003	-5.8155E-003	1.0130E-002	4.2972E-003
4337	8.5697E-001	8.5245E-004	7.0541E-002	6848	-3.9161E-003	3.1429E-003	-6.4454E-003	1.1447E-002	-3.5535E-004
4338	8.3344E-001	9.7930E-004	8.1067E-002	6853	-7.0722E-003	-7.6154E-004	-3.7614E-003	1.5904E-002	-1.8364E-002
4339	9.4264E-001	1.6405E-003	1.3585E-001	6858	-1.7246E-002	-4.2674E-003	1.3385E-003	1.8530E-002	-4.0409E-002
4340	1.2568E+000	2.8667E-003	2.3743E-001	6860	-3.7324E-002	-1.2070E-003	2.5716E-003	8.6990E-003	-1.2352E-002
4341	1.5682E+000	4.2005E-003	3.4790E-001	6860	-5.6141E-002	4.1796E-003	-1.7921E-003	-4.1838E-003	4.6147E-002
4342	1.5397E+000	4.1201E-003	3.4124E-001	6860	-5.4888E-002	1.7654E-003	-3.8786E-003	-3.3219E-004	4.4301E-002
4343	1.2101E+000	2.6877E-003	2.2256E-001	6857	-3.4498E-002	-4.8030E-003	9.9577E-004	1.5717E-002	-1.2130E-002
4344	9.2428E-001	1.4631E-003	1.2113E-001	6854	-1.4609E-002	-4.1647E-003	9.1674E-004	2.0246E-002	-3.2850E-002
4345	8.3187E-001	8.9024E-004	7.3657E-002	6846	-5.1479E-003	3.7418E-004	-1.5955E-003	1.3593E-002	-1.2894E-002
4346	8.4253E-001	7.7538E-004	6.4107E-002	6836	-2.5347E-003	3.1794E-003	-2.4848E-003	8.6457E-003	3.1824E-004
4347	8.7328E-001	7.7701E-004	6.4228E-002	6833	-1.8762E-003	4.4242E-003	-2.6362E-003	8.1132E-003	3.5822E-003
4348	9.0122E-001	7.7675E-004	6.4202E-002	6832	-1.8676E-003	4.7535E-003	-2.8015E-003	7.5230E-003	3.3419E-003
4349	9.2875E-001	7.6253E-004	6.3026E-002	6832	-1.7899E-003	5.0406E-003	-2.1854E-003	6.7226E-003	3.5512E-003
4350	9.4474E-001	7.8260E-004	6.4685E-002	6832	-2.0542E-003	5.4950E-003	-2.6728E-003	6.3365E-003	5.3763E-003
4351	9.3435E-001	7.9428E-004	6.5651E-002	6832	-2.6998E-003	5.3873E-003	-3.2310E-003	7.3524E-003	4.0996E-003
4352	9.1053E-001	7.8595E-004	6.4962E-002	6832	-3.5974E-003	4.8946E-003	-3.4141E-003	7.0540E-003	-1.6961E-003
4353	9.0720E-001	8.0236E-004	6.6318E-002	6832	-4.2300E-003	4.9810E-003	-2.6154E-003	6.5261E-003	-3.4910E-003
4354	9.3021E-001	8.1440E-004	6.7313E-002	6832	-4.2223E-003	5.7084E-003	-3.0551E-003	5.2785E-003	-7.8909E-004
4355	9.6569E-001	8.1913E-004	6.7704E-002	6832	-3.8949E-003	6.5272E-003	-3.1162E-003	5.6739E-003	1.0466E-003
4356	9.9701E-001	8.1387E-004	6.7269E-002	6832	-3.3130E-003	6.4550E-003	-3.2670E-003	6.4545E-003	1.6955E-003
4357	1.0190E+000	8.2265E-004	6.7995E-002	6832	-3.2617E-003	6.6494E-003	-3.5527E-003	6.6780E-003	1.8878E-003
4358	1.0322E+000	8.4217E-004	6.9608E-002	6832	-3.6928E-003	6.8637E-003	-3.9021E-003	6.8430E-003	1.1128E-003
4359	1.0322E+000	8.3798E-004	6.9263E-002	6832	-4.0519E-003	6.3529E-003	-3.0798E-003	7.3420E-003	-1.1305E-004
4360	1.0324E+000	8.4652E-004	6.9968E-002	6832	-4.4782E-003	6.1407E-003	-2.1390E-003	8.5384E-003	-1.4248E-003
4361	1.0417E+000	8.5161E-004	7.0389E-002	6832	-4.6172E-003	6.6360E-003	-2.4910E-003	7.0605E-003	-2.6428E-003
4362	1.0550E+000	8.4883E-004	7.0159E-002	6832	-3.9068E-003	6.9857E-003	-2.7023E-003	6.2230E-003	-9.3167E-004
4363	1.0727E+000	8.2951E-004	6.8562E-002	6832	-3.4562E-003	6.7149E-003	-2.2904E-003	6.3398E-003	5.4409E-004
4364	1.0837E+000	8.4352E-004	6.9720E-002	6832	-3.6240E-003	6.8568E-003	-1.8855E-003	7.1598E-003	4.1134E-004
4365	1.0898E+000	8.3905E-004	6.9350E-002	6832	-3.4333E-003	7.0702E-003	-2.0171E-003	6.6582E-003	8.8217E-004
4366	1.0861E+000	8.3931E-004	6.9372E-002	6832	-3.3054E-003	6.8334E-003	-3.4657E-003	7.4422E-003	1.6426E-003
4367	1.0710E+000	8.2469E-004	6.8164E-002	6832	-3.2945E-003	6.8201E-003	-3.1368E-003	6.6321E-003	6.8877E-004
4368	1.0494E+000	8.3173E-004	6.8746E-002	6832	-3.6840E-003	6.8385E-003	-1.7755E-003	6.4583E-003	-1.6826E-003
4369	1.0350E+000	8.2099E-004	6.7858E-002	6832	-3.7532E-003	6.6755E-003	-1.4527E-003	6.5864E-003	-3.4270E-003
4370	1.0337E+000	8.2375E-004	6.8086E-002	6832	-3.5341E-003	7.0427E-003	-1.7842E-003	7.2263E-003	-2.5235E-003
4371	1.0398E+000	8.2872E-004	6.8497E-002	6832	-3.7337E-003	7.1395E-003	-2.2439E-003	5.3965E-003	-4.6577E-004
4372	1.0467E+000	8.3864E-004	6.9311E-002	6831	-3.6824E-003	7.1235E-003	-2.4259E-003	5.3802E-003	3.5691E-004
4373	1.0448E+000	8.4142E-004	6.9542E-002	6831	-3.6810E-003	7.5238E-003	-2.8156E-003	5.4644E-003	-1.8073E-004
4374	1.0293E+000	8.4629E-004	6.9949E-002	6832	-4.1161E-003	7.1257E-003	-3.0862E-003	4.6217E-003	-4.0225E-004
4375	1.0086E+000	8.3671E-004	6.9157E-002	6832	-4.6449E-003	6.4879E-003	-2.7134E-003	5.9366E-003	-3.3288E-003
4376	1.0033E+000	8.4630E-004	6.9950E-002	6832	-4.7187E-003	6.4054E-003	-2.0734E-003	6.3320E-003	-5.1296E-003
4377	1.0197E+000	8.3662E-004	6.9150E-002	6832	-4.2978E-003	6.9437E-003	-2.0984E-003	4.8961E-003	-3.5311E-003
4378	1.0487E+000	8.3881E-004	6.9331E-002	6832	-3.4494E-003	7.5327E-003	-2.2435E-003	4.3607E-003	1.3803E-004
4379	1.0687E+000	8.3357E-004	6.8898E-002	6832	-3.2966E-003	7.4659E-003	-2.5415E-003	4.5702E-003	1.6508E-003
4380	1.0735E+000	8.4736E-004	7.0038E-002	6832	-3.3035E-003	7.5988E-003	-3.2141E-003	4.6718E-003	3.3179E-004
4381	1.0648E+000	8.4285E-004	6.9665E-002	6832	-3.5466E-003	7.5234E-003	-2.9145E-003	4.9397E-003	-4.7615E-004
4382	1.0429E+000	8.3768E-004	6.9238E-002	6832	-4.0614E-003	7.7687E-003	-3.2596E-003	4.3406E-003	7.5470E-005
4383	1.0003E+000	8.8047E-004	7.2774E-002	6832	-5.1372E-003	7.5035E-003	-3.8842E-003	5.5390E-003	-2.5504E-003
4384	9.4854E-001	9.0837E-004	7.5080E-002	6832	-6.1456E-003	6.7793E-003	-2.9516E-003	7.1283E-003	-5.8137E-003
4385	9.1870E-001	9.0269E-004	7.4611E-002	6832	-6.3352E-003	6.3007E-003	-1.9758E-003	6.8761E-003	-8.5414E-003
4386	9.3185E-001	8.7015E-004	7.1921E-002	6832	-5.1581E-003	6.8006E-003	-1.5175E-003	5.8345E-003	-6.3179E-003
4387	9.6626E-001	8.5543E-004	7.0705E-002	6832	-4.2156E-003	7.7823E-003	-1.6304E-003	3.7762E-003	-1.1758E-003
4388	9.9452E-001	8.3469E-004	6.8990E-002	6832	-3.7917E-003	7.8160E-003	-7.5982E-004	2.2153E-003	5.6646E-005
4389	1.0055E+000	8.2605E-004	6.8276E-002	6832	-3.6222E-003	7.5467E-003	-3.3213E-004	3.0300E-003	-2.9698E-004
4390	1.0087E+000	8.2720E-004	6.8371E-002	6832	-3.5638E-003	7.3485E-003	-3.0093E-004	3.4564E-003	-1.8652E-003
4391	1.0119E+000	8.1995E-004	6.7772E-002	6832	-3.6976E-003	7.1353E-003	-7.9618E-004	3.2442E-003	-2.5903E-003
4392	1.0209E+000	8.2854E-004	6.8482E-002	6832	-3.7364E-003	7.2889E-003	-1.5079E-003	3.1577E-003	-1.9436E-003
4393	1.0322E+000	8.4234E-004	6.9623E-002	6832	-3.6436E-003	7.8463E-003	-1.9423E-003	4.0447E-003	-6.4896E-004
4394	1.0343E+000	8.3408E-004	6.8940E-002	6832	-3.6037E-003	7.5744E-003	-2.1718E-003	4.8048E-003	-2.8464E-004
4395	1.0252E+000	8.0893E-004	6.6861E-002	6832	-3.5265E-003	6.5835E-003	-2.0610E-003	5.1414E-003	-1.0450E-003
4396	1.0236E+000	7.9696E-004	6.5872E-002	6832	-3.4674E-003	6.5635E-003	-1.8747E-003	5.1810E-003	-4.0068E-003
4397	1.0399E+000	7.9827E-004	6.5980E-002	6832	-3.2971E-003	6.8427E-003	-1.7824E-003	4.2692E-003	-1.9608E-003
4398	1.0613E+000	8.1557E-004	6.7410E-002	6832	-2.9493E-003	7.6169E-003	-2.2880E-003	3.5577E-003	5.9142E-004
4399	1.0646E+000	8.1224E-004	6.7135E-002	6832	-3.0090E-003	7.2474E-003	-3.7361E-003	5.4562E-003	2.0903E-003
4400	1.0462E+000	8.0485E-004	6.6524E-002	6832	-3.3879E-003	6.6639E-003	-3.3412E-003	4.9118E-003	-1.6135E-003
4401	1.0292E+000	8.1898E-004	6.7692E-002	6832	-3.8919E-003	6.6555E-003	-2.4096E-003	4.7596E-003	-4.7195E-003
4402	1.0310E+000	8.1145E-004	6.7070E-002	6832	-3.8296E-003	6.6507E-003	-1.7198E-003	4.4537E-003	-3.4454E-003
4403	1.0393E+000	8.1642E-004	6.7480E-002	6832	-3.8494E-003	7.5318E-003	-2.0277E-003	4.4218E-003	-4.9497E-004
4404	1.0337E+000	8.3035E-004	6.8631E-002	6832	-4.1332E-003	7.3699E-003	-2.3477E-003	4.3220E-003	-3.9161E-004
4405	1.0136E+000	8.4128E-004	6.9535E-002	6832	-4.7639E-003	7.0260E-003	-2.1850E-003	4.9271E-003	-3.9369E-003
4406	1.0020E+000	8.4059E-004	6.9473E-002	6831	-4.8269E-003	6.7185E-003	-2.3713E-003	4.2547E-003	-5.4957E-003
4407	1.0098E+000	8.3045E-004	6.8630E-002	6830	-4.3304E-003	7.2352E-003	-2.8435E-003	3.8523E-003	-3.6081E-003
4408	1.0174E+000	8.4306E-004	6.9677E-002	6831	-4.4359E-003	7.5041E-003	-2.5937E-003	3.7283E-003	-1.8664E-003
4409	1.0236E+000	8.1644E-004	6.7477E-002	6831	-4.2078E-003	7.0535E-003	-2.1053E-003	4.7274E-003	-2.7172E-003
4410	1.0351E+000	8.1376E-004	6.7256E-002	6831	-3.7152E-003	6.9085E-003	-2.0058E-003	4.1126E-003	-2.4174E-003
4411	1.0544E+000	7.9495E-004	6.5701E-002	6831	-3.0678E-003	7.0668E-003	-1.4982E-003	2.8994E-003	-3.8719E-004
4412	1.0751E+000	7.9160E-004	6.5424E-002	6831	-2.6060E-003	7.2792E-003	-1.7800E-003	2.8945E-003	5.8202E-004
4413	1.0853E+000	7.7938E-004	6.4414E-002	6831	-2.6444E-003	7.1344E-003	-1.5924E-003	4.5667E-003	1.1215E-003
4414	1.0781E+000	7.9018E-004	6.5307E-002	6831	-2.9563E-003	7.0528E-003	-1.6624E-003	3.7555E-003	1.8143E-003
4415	1.0506E+000	8.0678E-004	6.6679E-002	6831	-3.4534E-003	6.8640E-003	-1.6994E-003	4.6741E-003	-1.2215E-003
4416	1.0160E+000	8.1477E-004	6.7339E-002	6831	-4.1124E-003	6.7604E-003	-1.3064E-003	4.8457E-003	-5.5590E-003
4417	1.0019E+000	8.0109E-004	6.6209E-002	6831	-3.9657E-003	6.5096E-003	-8.6066E-004	4.6224E-003	-6.2596E-003
4418	1.0117E+000	7.6902E-004	6.3563E-002	6832	-3.1306E-003	6.4590E-003	-2.6789E-004	4.5893E-003	-2.9276E-003
4419	1.0342E+000	7.6475E-004	6.3210E-002	6832	-2.5548E-003	6.2337E-003	-8.9147E-004	5.0036E-003	-9.8306E-004
4420	1.0600E+000	7.9068E-004	6.5353E-002	6832	-2.1073E-003	6.9794E-003	-2.0048E-003	4.6949E-003	6.6106E-004
4421	1.0736E+000	8.0244E-004	6.6325E-002	6832	-2.1697E-003	7.1503E-003	-2.8336E-003	3.3407E-003	1.0832E-003
4422	1.0667E+000	7.9227E-004	6.5484E-002	6832	-2.7814E-003	6.9884E-003	-2.7090E-003	4.1732E-003	-4.5661E-004
4423	1.0533E+000	7.9803E-004	6.5960E-002	6832	-3.2129E-003	6.9053E-003	-2.1583E-003	3.2222E-003	-1.8576E-003
4424	1.0474E+000	8.0576E-004	6.6599E-002	6832	-3.2713E-003	7.1561E-003	-2.1567E-003	4.4606E-003	-1.9406E-003
4425	1.0522E+000	7.9855E-004	6.6004E-002	6832	-3.2725E-003	7.2379E-003	-2.1137E-003	5.1677E-003	-1.3854E-003
4426	1.0577E+000	8.0130E-004	6.6231E-002	6832	-2.9731E-003	7.0323E-003	-1.9771E-003	4.3785E-003	-3.5227E-004
4427	1.0563E+000	8.0304E-004	6.6374E-002	6832	-2.8757E-003	6.9839E-003	-2.2028E-003	3.9459E-003	-8.1452E-004
4428	1.0546E+000	8.0629E-004	6.6643E-002	6832	-2.9239E-003	6.9958E-003	-2.6003E-003	4.1193E-003	-7.8713E-004
4429	1.0550E+000	8.0227E-004	6.6306E-002	6831	-3.0111E-003	7.1613E-003	-2.5038E-003	4.4156E-003	-1.6334E-003
4430	1.0517E+000	7.8751E-004	6.5086E-002	6831	-2.8123E-003	7.1447E-003	-2.3733E-003	4.0288E-003	-1.0565E-003
4431	1.0464E+000	7.9884E-004	6.6027E-002	6832	-2.9624E-003	7.1015E-003	-1.9381E-003	3.1027E-003	-1.9223E-003
4432	1.0462E+000	8.0748E-004	6.6741E-002	6832	-3.0141E-003	7.1473E-003	-1.3903E-003	3.5113E-003	-2.0849E-003
4433	1.0475E+000	7.9677E-004	6.5856E-002	6832	-2.8219E-003	7.4266E-003	-1.7555E-003	2.7830E-003	-5.8101E-005
4434	1.0372E+000	8.0152E-004	6.6249E-002	6832	-2.7258E-003	7.0427E-003	-2.8219E-003	2.0441E-003	1.1113E-004
4435	1.0206E+000	7.9481E-004	6.5694E-002	6832	-3.3509E-003	6.8749E-003	-1.9048E-003	3.7305E-003	-2.3388E-003
4436	1.0124E+000	8.0640E-004	6.6652E-002	6832	-3.5914E-003	6.5732E-003	-1.0391E-003	5.7534E-003	-4.2493E-003
4437	1.0265E+000	8.0621E-004	6.6637E-002	6832	-3.2594E-003	6.8476E-003	-1.7251E-003	3.6429E-003	-3.9353E-003
4438	1.0561E+000	7.9138E-004	6.5411E-002	6832	-2.7209E-003	6.8997E-003	-1.6100E-003	2.1336E-003	-8.1361E-004
4439	1.0831E+000	8.0055E-004	6.6168E-002	6832	-2.2311E-003	7.2160E-003	-2.3382E-003	2.4083E-003	3.2360E-003
4440	1.0939E+000	8.0044E-004	6.6159E-002	6832	-1.8955E-003	7.2967E-003	-3.0180E-003	3.2259E-003	3.7640E-003
4441	1.0831E+000	7.8266E-004	6.4690E-002	6832	-2.3772E-003	6.9976E-003	-3.3364E-003	2.8321E-003	1.3989E-003
4442	1.0561E+000	7.9565E-004	6.5764E-002	6832	-3.0058E-003	6.6038E-003	-2.4128E-003	2.8291E-003	-8.7403E-004
4443	1.0280E+000	7.7719E-004	6.4238E-002	6832	-3.4124E-003	5.9504E-003	-2.1203E-003	3.2566E-003	-3.8177E-003
4444	1.0165E+000	7.7415E-004	6.3987E-002	6832	-3.3745E-003	5.6106E-003	-2.2625E-003	3.3517E-003	-5.4987E-003
4445	1.0287E+000	7.6639E-004	6.3345E-002	6832	-2.9397E-003	5.7225E-003	-1.8742E-003	3.9291E-003	-3.9951E-003
4446	1.0552E+000	7.5074E-004	6.2052E-002	6832	-2.1542E-003	6.0508E-003	-1.8318E-003	3.7017E-003	-3.7655E-004
4447	1.0766E+000	7.7031E-004	6.3669E-002	6832	-2.1665E-003	6.2819E-003	-2.3132E-003	3.9490E-003	1.0268E-003
4448	1.0841E+000	7.7338E-004	6.3923E-002	6832	-2.2302E-003	6.2527E-003	-2.5387E-003	4.1722E-003	1.4301E-005
4449	1.0837E+000	7.6768E-004	6.3451E-002	6832	-2.3578E-003	6.1053E-003	-2.8289E-003	4.2230E-003	-1.5342E-004
4450	1.0795E+000	7.5522E-004	6.2422E-002	6832	-2.4462E-003	6.1727E-003	-2.4610E-003	4.3373E-003	2.2869E-004
4451	1.0748E+000	7.6090E-004	6.2892E-002	6832	-2.4384E-003	6.1106E-003	-2.1602E-003	4.3819E-003	-3.0153E-004
4452	1.0740E+000	7.5983E-004	6.2803E-002	6832	-2.6275E-003	5.8808E-003	-1.5911E-003	4.1836E-003	-9.5505E-004
4453	1.0730E+000	7.6564E-004	6.3283E-002	6832	-2.6995E-003	6.1627E-003	-1.6270E-003	3.1324E-003	-5.3152E-004
