# lambda	flux	error	variance	counts	eig1	eig2	eig3	eig4	eig5
3550	7.9586E-001	2.8746E-003	1.3100E-001	2077	-1.0555E-002	7.3979E-003	-8.2171E-003	5.0810E-002	1.9111E-002
3551	7.9561E-001	2.8690E-003	1.3358E-001	2168	-1.0792E-002	4.9269E-003	-7.7970E-003	5.4408E-002	2.6653E-002
3552	7.8750E-001	2.7050E-003	1.2818E-001	2245	-9.0998E-003	5.6975E-003	-4.4565E-003	5.1463E-002	2.6772E-002
3553	7.7988E-001	2.7363E-003	1.3219E-001	2334	-1.0931E-002	8.1048E-003	-8.8087E-003	4.5856E-002	1.9175E-002
3554	7.7235E-001	2.6912E-003	1.3193E-001	2403	-1.0095E-002	8.3131E-003	-7.6915E-003	4.6188E-002	2.3351E-002
3555	7.6011E-001	2.7007E-003	1.3457E-001	2483	-1.1384E-002	8.7046E-003	-4.1959E-003	4.6889E-002	1.8427E-002
3556	7.5487E-001	2.7405E-003	1.3882E-001	2566	-1.1014E-002	8.2339E-003	-4.9158E-003	5.3310E-002	1.0391E-002
3557	7.6273E-001	2.6980E-003	1.3891E-001	2651	-9.6762E-003	8.5038E-003	-5.4467E-003	5.2869E-002	2.2128E-002
3558	7.7065E-001	2.6527E-003	1.3821E-001	2715	-9.9552E-003	8.5906E-003	-5.3012E-003	5.2881E-002	2.4383E-002
3559	7.6295E-001	2.5496E-003	1.3457E-001	2786	-1.0856E-002	7.0345E-003	-5.2121E-003	4.4473E-002	1.8334E-002
3560	7.6997E-001	2.6503E-003	1.4177E-001	2861	-1.1005E-002	8.4310E-003	-7.7821E-003	5.0113E-002	2.3503E-002
3561	7.7103E-001	2.5861E-003	1.4034E-001	2945	-9.7610E-003	8.4708E-003	-6.8025E-003	5.1032E-002	2.1649E-002
3562	7.7121E-001	2.6397E-003	1.4510E-001	3021	-1.0762E-002	9.4677E-003	-5.7373E-003	4.9419E-002	2.1302E-002
3563	7.7998E-001	2.5380E-003	1.4097E-001	3085	-9.8104E-003	9.4798E-003	-6.6440E-003	4.8864E-002	1.8806E-002
3564	7.8446E-001	2.5614E-003	1.4410E-001	3165	-1.0119E-002	9.2903E-003	-7.8746E-003	5.0074E-002	2.2376E-002
3565	7.6073E-001	2.5290E-003	1.4403E-001	3243	-1.0695E-002	8.3443E-003	-6.6235E-003	5.2950E-002	1.8835E-002
3566	7.3140E-001	2.5338E-003	1.4596E-001	3318	-1.1415E-002	7.0616E-003	-7.6644E-003	4.8294E-002	1.6384E-002
3567	7.2472E-001	2.5324E-003	1.4741E-001	3388	-1.2006E-002	6.9728E-003	-9.3313E-003	4.9797E-002	1.9937E-002
3568	7.3233E-001	2.4660E-003	1.4464E-001	3440	-1.2218E-002	8.6311E-003	-6.6814E-003	4.3856E-002	1.7140E-002
3569	7.2846E-001	2.4819E-003	1.4682E-001	3500	-1.2425E-002	9.8724E-003	-8.3781E-003	4.5789E-002	1.5045E-002
3570	7.2238E-001	2.4599E-003	1.4690E-001	3566	-1.2355E-002	7.8807E-003	-9.7517E-003	4.6370E-002	1.4178E-002
3571	7.1679E-001	2.4990E-003	1.5041E-001	3623	-1.2611E-002	8.0697E-003	-8.6315E-003	4.8335E-002	1.4175E-002
3572	7.2271E-001	2.4594E-003	1.4945E-001	3693	-1.2257E-002	9.1463E-003	-9.9888E-003	4.8721E-002	1.6145E-002
3573	7.2865E-001	2.4704E-003	1.5120E-001	3746	-1.2606E-002	7.9560E-003	-7.5385E-003	5.0262E-002	1.8345E-002
3574	7.3881E-001	2.3727E-003	1.4633E-001	3804	-1.1352E-002	6.8008E-003	-6.0224E-003	4.7306E-002	1.9746E-002
3575	7.4012E-001	2.4047E-003	1.4948E-001	3864	-1.2044E-002	7.0836E-003	-7.9923E-003	4.7825E-002	1.9544E-002
3576	7.4609E-001	2.4107E-003	1.5112E-001	3930	-1.2461E-002	7.9072E-003	-5.9103E-003	4.5902E-002	1.7927E-002
3577	7.4423E-001	2.3532E-003	1.4834E-001	3974	-1.1731E-002	8.6635E-003	-7.0698E-003	4.4979E-002	1.8070E-002
3578	7.4129E-001	2.3485E-003	1.4901E-001	4026	-1.1727E-002	8.7479E-003	-8.2392E-003	4.7163E-002	1.7932E-002
3579	7.3794E-001	2.4167E-003	1.5455E-001	4090	-1.2080E-002	9.9100E-003	-8.8628E-003	4.9907E-002	1.8862E-002
3580	7.3486E-001	2.3952E-003	1.5448E-001	4159	-1.2041E-002	8.8609E-003	-8.9113E-003	5.0647E-002	2.0986E-002
3581	7.2117E-001	2.3685E-003	1.5387E-001	4221	-1.3157E-002	8.8525E-003	-8.8798E-003	4.4568E-002	1.4018E-002
3582	7.0794E-001	2.3213E-003	1.5168E-001	4270	-1.3504E-002	6.6123E-003	-9.5911E-003	4.4270E-002	1.3621E-002
3583	7.1426E-001	2.3091E-003	1.5173E-001	4318	-1.2534E-002	8.1828E-003	-7.9843E-003	4.5346E-002	1.5781E-002
3584	7.1417E-001	2.2758E-003	1.5046E-001	4371	-1.1958E-002	9.0640E-003	-7.5363E-003	4.6238E-002	1.7421E-002
3585	7.0550E-001	2.2702E-003	1.5089E-001	4418	-1.2421E-002	7.8349E-003	-8.1398E-003	4.2564E-002	1.4982E-002
3586	6.8656E-001	2.2909E-003	1.5314E-001	4468	-1.2111E-002	7.0954E-003	-9.8703E-003	4.8844E-002	1.3521E-002
3587	6.7996E-001	2.2258E-003	1.4947E-001	4510	-1.2399E-002	7.3988E-003	-7.4687E-003	4.9210E-002	1.1458E-002
3588	6.8552E-001	2.2483E-003	1.5166E-001	4551	-1.2475E-002	8.3672E-003	-7.7275E-003	4.7503E-002	1.2049E-002
3589	6.9994E-001	2.2606E-003	1.5316E-001	4591	-1.2161E-002	8.1680E-003	-8.2016E-003	4.6549E-002	1.5315E-002
3590	7.1449E-001	2.2415E-003	1.5274E-001	4643	-1.2145E-002	8.0598E-003	-8.2951E-003	4.6428E-002	1.5358E-002
3591	7.3740E-001	2.1991E-003	1.5054E-001	4686	-1.1201E-002	8.1217E-003	-8.2252E-003	4.8449E-002	1.4685E-002
3592	7.5130E-001	2.2009E-003	1.5122E-001	4721	-1.0709E-002	9.2764E-003	-7.5374E-003	4.8665E-002	1.7199E-002
3593	7.5746E-001	2.2009E-003	1.5217E-001	4781	-1.1362E-002	8.2807E-003	-9.0996E-003	4.7148E-002	1.3665E-002
3594	7.5830E-001	2.1939E-003	1.5223E-001	4815	-1.1621E-002	7.9202E-003	-7.6696E-003	4.4437E-002	1.3231E-002
3595	7.5761E-001	2.2134E-003	1.5425E-001	4856	-1.1914E-002	8.8212E-003	-5.8018E-003	4.7083E-002	1.5089E-002
3596	7.6770E-001	2.2193E-003	1.5519E-001	4890	-1.0818E-002	9.2859E-003	-7.2306E-003	5.1339E-002	1.7462E-002
3597	7.8069E-001	2.1730E-003	1.5251E-001	4926	-1.0412E-002	9.0843E-003	-6.3106E-003	4.8951E-002	1.9937E-002
3598	7.8735E-001	2.1943E-003	1.5460E-001	4964	-1.0673E-002	9.0650E-003	-7.3398E-003	5.1821E-002	1.9656E-002
3599	7.8759E-001	2.2364E-003	1.5818E-001	5003	-1.0906E-002	8.9736E-003	-6.9253E-003	5.2291E-002	2.2488E-002
3600	7.9043E-001	2.1936E-003	1.5577E-001	5043	-1.0813E-002	8.9228E-003	-6.2833E-003	4.9696E-002	2.2610E-002
3601	7.8737E-001	2.1986E-003	1.5656E-001	5071	-1.1137E-002	8.5416E-003	-8.3505E-003	5.1042E-002	2.1920E-002
3602	7.7008E-001	2.1626E-003	1.5449E-001	5103	-1.1485E-002	8.8389E-003	-8.2176E-003	5.2380E-002	2.0647E-002
3603	7.4937E-001	2.1351E-003	1.5310E-001	5142	-1.1230E-002	8.2953E-003	-9.7340E-003	4.9826E-002	1.4570E-002
3604	7.4126E-001	2.1077E-003	1.5152E-001	5168	-1.1399E-002	8.4852E-003	-7.0855E-003	4.5101E-002	1.2628E-002
3605	7.3257E-001	2.0942E-003	1.5110E-001	5206	-1.0888E-002	8.2755E-003	-7.7183E-003	4.5529E-002	1.3411E-002
3606	7.3835E-001	2.1402E-003	1.5478E-001	5230	-1.1696E-002	7.4242E-003	-8.0913E-003	4.8126E-002	1.8357E-002
3607	7.4297E-001	2.1274E-003	1.5424E-001	5256	-1.1872E-002	7.7843E-003	-9.7538E-003	4.7062E-002	1.5023E-002
3608	7.3974E-001	2.0761E-003	1.5098E-001	5288	-1.1158E-002	7.6707E-003	-9.0772E-003	4.4848E-002	1.7964E-002
3609	7.2981E-001	2.1296E-003	1.5536E-001	5322	-1.2420E-002	7.8423E-003	-9.6175E-003	4.8213E-002	1.5977E-002
3610	7.1759E-001	2.1372E-003	1.5641E-001	5356	-1.2887E-002	8.9061E-003	-8.5298E-003	4.7340E-002	1.2879E-002
3611	7.2599E-001	2.1200E-003	1.5564E-001	5390	-1.2182E-002	8.2934E-003	-7.9501E-003	4.8763E-002	1.7766E-002
3612	7.3469E-001	2.1234E-003	1.5639E-001	5425	-1.1641E-002	8.0070E-003	-8.9821E-003	4.8817E-002	1.7583E-002
3613	7.3584E-001	2.1294E-003	1.5720E-001	5450	-1.1757E-002	8.4721E-003	-8.0356E-003	4.7677E-002	1.4890E-002
3614	7.3763E-001	2.0902E-003	1.5474E-001	5480	-1.1425E-002	8.0090E-003	-8.1813E-003	4.8814E-002	1.5081E-002
3615	7.4715E-001	2.0471E-003	1.5191E-001	5507	-1.1133E-002	8.1631E-003	-8.5555E-003	4.6709E-002	1.5552E-002
3616	7.5936E-001	2.0871E-003	1.5526E-001	5534	-1.1138E-002	9.1030E-003	-6.8670E-003	4.8464E-002	1.7802E-002
3617	7.5788E-001	2.0710E-003	1.5437E-001	5556	-1.0957E-002	9.6233E-003	-7.2547E-003	4.7498E-002	1.8589E-002
3618	7.3728E-001	2.0944E-003	1.5645E-001	5580	-1.2184E-002	8.2469E-003	-9.1761E-003	4.6186E-002	1.5321E-002
3619	7.1277E-001	2.0758E-003	1.5542E-001	5606	-1.2579E-002	6.1511E-003	-9.0110E-003	4.3961E-002	1.3366E-002
3620	7.0985E-001	2.0813E-003	1.5612E-001	5627	-1.2964E-002	6.2887E-003	-1.0538E-002	4.7367E-002	1.3301E-002
3621	7.2262E-001	2.0476E-003	1.5395E-001	5653	-1.2242E-002	7.3228E-003	-8.3966E-003	4.8007E-002	1.3538E-002
3622	7.4428E-001	2.0160E-003	1.5191E-001	5678	-1.1617E-002	8.3203E-003	-6.6709E-003	4.6756E-002	1.6665E-002
3623	7.5632E-001	2.0267E-003	1.5314E-001	5709	-1.1304E-002	8.3203E-003	-8.3346E-003	4.7204E-002	1.6808E-002
3624	7.6337E-001	2.0395E-003	1.5448E-001	5737	-1.1139E-002	8.7544E-003	-8.5778E-003	5.0425E-002	1.6680E-002
3625	7.6918E-001	2.0136E-003	1.5278E-001	5757	-1.0434E-002	8.4840E-003	-5.2044E-003	4.9417E-002	1.6999E-002
3626	7.7965E-001	2.0036E-003	1.5236E-001	5783	-1.0193E-002	8.5985E-003	-6.2887E-003	4.9116E-002	1.8154E-002
3627	7.9176E-001	2.0353E-003	1.5509E-001	5807	-1.1057E-002	8.3306E-003	-7.6770E-003	4.7562E-002	2.0176E-002
3628	8.0212E-001	2.0346E-003	1.5529E-001	5826	-1.0557E-002	8.0634E-003	-8.4084E-003	4.7978E-002	1.9670E-002
3629	7.9281E-001	2.0551E-003	1.5717E-001	5849	-1.0856E-002	8.3008E-003	-8.5979E-003	4.9617E-002	1.9197E-002
3630	7.6890E-001	2.0265E-003	1.5533E-001	5875	-1.1137E-002	7.7292E-003	-8.5156E-003	4.9817E-002	1.7695E-002
3631	7.3272E-001	2.0062E-003	1.5403E-001	5895	-1.2529E-002	7.0890E-003	-8.4085E-003	4.4669E-002	1.5213E-002
3632	7.0329E-001	1.9921E-003	1.5326E-001	5919	-1.3157E-002	7.3522E-003	-8.1122E-003	4.1598E-002	1.1048E-002
3633	7.0313E-001	1.9873E-003	1.5318E-001	5941	-1.2718E-002	8.3224E-003	-6.9258E-003	4.2655E-002	9.9986E-003
3634	7.1667E-001	1.9764E-003	1.5251E-001	5955	-1.2035E-002	8.5604E-003	-6.4723E-003	4.1186E-002	1.4343E-002
3635	7.2890E-001	1.9927E-003	1.5406E-001	5977	-1.1606E-002	8.1053E-003	-7.7541E-003	4.4944E-002	1.2069E-002
3636	7.3839E-001	1.9277E-003	1.4931E-001	5999	-1.1233E-002	7.9268E-003	-7.4920E-003	4.3422E-002	1.3847E-002
3637	7.4688E-001	1.8943E-003	1.4710E-001	6030	-1.0999E-002	7.6142E-003	-6.6436E-003	4.2917E-002	1.6027E-002
3638	7.6136E-001	1.9618E-003	1.5258E-001	6049	-1.1270E-002	6.9506E-003	-8.1875E-003	4.5935E-002	1.9568E-002
3639	7.7165E-001	1.9822E-003	1.5448E-001	6073	-1.1544E-002	8.0147E-003	-8.0610E-003	4.7576E-002	1.9054E-002
3640	7.8077E-001	1.9283E-003	1.5047E-001	6089	-1.0229E-002	7.9190E-003	-7.0577E-003	4.6038E-002	1.6727E-002
3641	7.8435E-001	1.9159E-003	1.4970E-001	6106	-9.8119E-003	7.9068E-003	-7.9138E-003	4.4349E-002	1.7559E-002
3642	7.7539E-001	1.9016E-003	1.4879E-001	6123	-1.0350E-002	7.3598E-003	-7.9060E-003	4.5136E-002	1.8078E-002
3643	7.6016E-001	1.9171E-003	1.5024E-001	6141	-1.1057E-002	7.2146E-003	-8.6347E-003	4.5093E-002	1.4050E-002
3644	7.4870E-001	1.9212E-003	1.5070E-001	6153	-1.1016E-002	7.5925E-003	-8.5819E-003	4.1602E-002	1.1678E-002
3645	7.4023E-001	1.9150E-003	1.5041E-001	6169	-1.1050E-002	7.1822E-003	-9.0454E-003	4.3782E-002	9.9419E-003
3646	7.3239E-001	1.8954E-003	1.4900E-001	6180	-1.1292E-002	7.4411E-003	-7.9637E-003	4.3477E-002	1.2950E-002
3647	7.2981E-001	1.9086E-003	1.5029E-001	6201	-1.1403E-002	7.9752E-003	-7.1636E-003	4.3143E-002	1.4357E-002
3648	7.2627E-001	1.9282E-003	1.5200E-001	6214	-1.1800E-002	8.2477E-003	-8.1922E-003	4.4466E-002	1.2514E-002
3649	7.1999E-001	1.8991E-003	1.4984E-001	6225	-1.1399E-002	7.3367E-003	-9.5737E-003	4.4802E-002	1.2403E-002
3650	7.1698E-001	1.9046E-003	1.5041E-001	6237	-1.1368E-002	7.5599E-003	-8.7890E-003	4.2174E-002	1.4370E-002
3651	7.2330E-001	1.8724E-003	1.4803E-001	6250	-1.0636E-002	7.7386E-003	-8.2771E-003	4.2510E-002	1.4208E-002
3652	7.3563E-001	1.8426E-003	1.4589E-001	6269	-1.0440E-002	7.9599E-003	-7.8164E-003	4.1868E-002	1.5236E-002
3653	7.4642E-001	1.8716E-003	1.4835E-001	6283	-1.0043E-002	7.8373E-003	-9.5900E-003	4.6214E-002	1.6371E-002
3654	7.5512E-001	1.8590E-003	1.4749E-001	6294	-9.5887E-003	8.1577E-003	-8.0886E-003	4.3879E-002	1.7085E-002
3655	7.5959E-001	1.8293E-003	1.4522E-001	6301	-9.2339E-003	8.6614E-003	-4.7479E-003	4.1045E-002	1.6908E-002
3656	7.6058E-001	1.8119E-003	1.4397E-001	6313	-9.2682E-003	7.5111E-003	-6.2336E-003	4.1734E-002	1.6486E-002
3657	7.6518E-001	1.7968E-003	1.4296E-001	6330	-8.7785E-003	7.8633E-003	-6.8424E-003	4.1816E-002	1.6346E-002
3658	7.6852E-001	1.8111E-003	1.4420E-001	6340	-9.0826E-003	8.3216E-003	-6.8889E-003	4.2727E-002	1.4810E-002
3659	7.7316E-001	1.8214E-003	1.4514E-001	6350	-9.1112E-003	8.8886E-003	-6.0323E-003	4.3552E-002	1.5749E-002
3660	7.7397E-001	1.7927E-003	1.4298E-001	6361	-8.8108E-003	7.6602E-003	-5.5045E-003	4.2615E-002	1.6158E-002
3661	7.6914E-001	1.8037E-003	1.4397E-001	6371	-8.4387E-003	7.7694E-003	-7.2092E-003	4.3156E-002	1.6972E-002
3662	7.6152E-001	1.7994E-003	1.4369E-001	6376	-8.4477E-003	7.7890E-003	-6.9670E-003	4.3628E-002	1.5578E-002
3663	7.5523E-001	1.7419E-003	1.3918E-001	6384	-8.4443E-003	7.2618E-003	-6.7162E-003	4.2034E-002	1.2580E-002
3664	7.5089E-001	1.7731E-003	1.4185E-001	6400	-8.9598E-003	8.0555E-003	-7.3942E-003	4.1786E-002	1.4944E-002
3665	7.4758E-001	1.8070E-003	1.4467E-001	6410	-9.2957E-003	8.3365E-003	-6.7418E-003	4.3925E-002	1.4247E-002
3666	7.5484E-001	1.7885E-003	1.4330E-001	6420	-8.8779E-003	8.0208E-003	-5.9487E-003	4.3078E-002	1.4764E-002
3667	7.5928E-001	1.7618E-003	1.4126E-001	6429	-9.1940E-003	7.6489E-003	-6.9859E-003	4.0046E-002	1.5688E-002
3668	7.5405E-001	1.7401E-003	1.3962E-001	6438	-8.9561E-003	8.1740E-003	-5.3417E-003	4.1023E-002	1.4094E-002
3669	7.4563E-001	1.7151E-003	1.3770E-001	6446	-9.2946E-003	7.4490E-003	-5.8903E-003	4.0244E-002	1.5479E-002
3670	7.3690E-001	1.7517E-003	1.4075E-001	6456	-9.5773E-003	6.8385E-003	-7.2797E-003	4.1966E-002	1.4095E-002
3671	7.3837E-001	1.7695E-003	1.4223E-001	6461	-9.2217E-003	7.3176E-003	-6.8823E-003	4.2962E-002	1.3154E-002
3672	7.5387E-001	1.7615E-003	1.4166E-001	6467	-9.0079E-003	8.0295E-003	-8.0658E-003	4.4711E-002	1.6004E-002
3673	7.6688E-001	1.7829E-003	1.4352E-001	6480	-9.1141E-003	8.6731E-003	-7.1194E-003	4.3770E-002	1.8352E-002
3674	7.6307E-001	1.7327E-003	1.3962E-001	6492	-8.6608E-003	8.0443E-003	-6.4205E-003	4.1161E-002	1.4351E-002
3675	7.5852E-001	1.7338E-003	1.3986E-001	6507	-8.8702E-003	7.8809E-003	-6.4924E-003	3.9720E-002	1.3018E-002
3676	7.5858E-001	1.7627E-003	1.4233E-001	6519	-8.9182E-003	7.6838E-003	-6.7131E-003	4.2240E-002	1.5544E-002
3677	7.4885E-001	1.7462E-003	1.4106E-001	6526	-8.6729E-003	7.7093E-003	-6.1190E-003	4.2629E-002	1.4597E-002
3678	7.3056E-001	1.7478E-003	1.4133E-001	6539	-9.2313E-003	7.5586E-003	-8.0742E-003	4.0465E-002	1.2839E-002
3679	7.2256E-001	1.7180E-003	1.3901E-001	6547	-9.4344E-003	7.8172E-003	-7.2675E-003	3.9768E-002	1.3309E-002
3680	7.1783E-001	1.7124E-003	1.3859E-001	6551	-9.8179E-003	8.3231E-003	-7.2684E-003	3.9723E-002	1.4189E-002
3681	7.1762E-001	1.7240E-003	1.3973E-001	6569	-9.5950E-003	7.6642E-003	-7.1915E-003	4.1799E-002	1.1547E-002
3682	7.2829E-001	1.7407E-003	1.4112E-001	6572	-9.8886E-003	7.9876E-003	-8.0657E-003	3.9798E-002	1.1840E-002
3683	7.3915E-001	1.7233E-003	1.3976E-001	6577	-9.7682E-003	8.2048E-003	-6.3590E-003	3.9083E-002	1.8236E-002
3684	7.4085E-001	1.7274E-003	1.4017E-001	6584	-9.5094E-003	7.7919E-003	-6.3302E-003	3.9590E-002	1.8743E-002
3685	7.2780E-001	1.6713E-003	1.3568E-001	6590	-8.8187E-003	7.3880E-003	-7.6321E-003	3.9529E-002	1.5111E-002
3686	7.1696E-001	1.7019E-003	1.3819E-001	6593	-9.2641E-003	7.5855E-003	-8.2073E-003	3.7501E-002	1.3542E-002
3687	7.1086E-001	1.7187E-003	1.3962E-001	6599	-1.0084E-002	7.1337E-003	-7.9308E-003	4.1521E-002	1.3425E-002
3688	7.0740E-001	1.7257E-003	1.4028E-001	6608	-1.0233E-002	7.3155E-003	-8.2662E-003	4.0902E-002	1.3390E-002
3689	7.1549E-001	1.7152E-003	1.3951E-001	6616	-1.0078E-002	7.6993E-003	-7.0459E-003	4.0466E-002	1.4544E-002
3690	7.3009E-001	1.6826E-003	1.3693E-001	6623	-9.2527E-003	8.3886E-003	-6.5990E-003	3.9956E-002	1.5157E-002
3691	7.5419E-001	1.6771E-003	1.3654E-001	6629	-8.9719E-003	8.7575E-003	-7.1043E-003	3.8564E-002	1.6020E-002
3692	7.7060E-001	1.7161E-003	1.3979E-001	6635	-9.4421E-003	8.5900E-003	-7.3683E-003	4.0289E-002	1.6552E-002
3693	7.6948E-001	1.7231E-003	1.4049E-001	6647	-9.0814E-003	7.9791E-003	-6.7580E-003	4.0538E-002	1.7671E-002
3694	7.5191E-001	1.6892E-003	1.3776E-001	6651	-8.7928E-003	7.5283E-003	-6.9195E-003	3.9859E-002	1.3553E-002
3695	7.4091E-001	1.6633E-003	1.3572E-001	6659	-8.8214E-003	8.1754E-003	-5.6829E-003	3.8560E-002	1.3138E-002
3696	7.4280E-001	1.6626E-003	1.3574E-001	6666	-9.0876E-003	8.1657E-003	-6.1247E-003	3.9258E-002	1.4040E-002
3697	7.4906E-001	1.6588E-003	1.3550E-001	6672	-9.2501E-003	8.0754E-003	-5.6212E-003	3.9002E-002	1.3909E-002
3698	7.5523E-001	1.6713E-003	1.3655E-001	6676	-9.4808E-003	7.2225E-003	-5.8840E-003	3.9479E-002	1.5657E-002
3699	7.6657E-001	1.6677E-003	1.3636E-001	6686	-8.5337E-003	7.8645E-003	-5.5087E-003	4.0400E-002	1.3944E-002
3700	7.8143E-001	1.6561E-003	1.3550E-001	6694	-7.9274E-003	8.4373E-003	-6.7481E-003	4.0039E-002	1.4806E-002
3701	7.8682E-001	1.6481E-003	1.3491E-001	6701	-8.3444E-003	8.5975E-003	-6.6011E-003	4.0957E-002	1.5446E-002
3702	7.7621E-001	1.6464E-003	1.3482E-001	6705	-8.3903E-003	8.4893E-003	-5.9310E-003	4.0678E-002	1.4062E-002
3703	7.5191E-001	1.6770E-003	1.3743E-001	6716	-9.0732E-003	7.9350E-003	-6.5616E-003	4.0848E-002	1.1453E-002
3704	7.3027E-001	1.6726E-003	1.3712E-001	6721	-9.7672E-003	7.9517E-003	-5.8649E-003	3.8062E-002	1.2238E-002
3705	7.0162E-001	1.6299E-003	1.3372E-001	6730	-1.0284E-002	7.0994E-003	-4.3237E-003	3.5368E-002	9.3794E-003
3706	6.8487E-001	1.6350E-003	1.3417E-001	6734	-1.0231E-002	7.1404E-003	-4.6545E-003	3.5544E-002	7.8024E-003
3707	6.9137E-001	1.6341E-003	1.3413E-001	6737	-1.0162E-002	8.1440E-003	-5.3676E-003	3.5479E-002	9.3589E-003
3708	7.1085E-001	1.6675E-003	1.3690E-001	6740	-9.7602E-003	9.4352E-003	-6.5098E-003	3.7918E-002	1.1965E-002
3709	7.2019E-001	1.6475E-003	1.3534E-001	6748	-9.6469E-003	9.0577E-003	-7.2797E-003	3.8076E-002	1.1704E-002
3710	7.1927E-001	1.6490E-003	1.3550E-001	6752	-9.6252E-003	8.2766E-003	-6.0869E-003	3.7479E-002	1.1164E-002
3711	7.1834E-001	1.6310E-003	1.3407E-001	6757	-9.2357E-003	7.5455E-003	-5.2983E-003	3.7463E-002	1.1732E-002
3712	7.2647E-001	1.5986E-003	1.3143E-001	6760	-9.0720E-003	6.9146E-003	-4.7966E-003	3.7504E-002	1.3801E-002
3713	7.4127E-001	1.5901E-003	1.3077E-001	6764	-9.0377E-003	6.9681E-003	-4.9194E-003	3.7028E-002	1.4535E-002
3714	7.6357E-001	1.5992E-003	1.3157E-001	6769	-8.1773E-003	8.1320E-003	-4.0568E-003	3.8269E-002	1.5626E-002
3715	7.8974E-001	1.6186E-003	1.3320E-001	6772	-7.4833E-003	8.3037E-003	-4.2992E-003	3.9313E-002	1.7418E-002
3716	8.1120E-001	1.6124E-003	1.3272E-001	6776	-7.4583E-003	8.9577E-003	-4.7648E-003	3.9860E-002	1.5201E-002
3717	8.2492E-001	1.6407E-003	1.3506E-001	6776	-8.6058E-003	1.0004E-002	-5.0412E-003	3.9116E-002	1.6036E-002
3718	8.2063E-001	1.6570E-003	1.3643E-001	6780	-9.0799E-003	1.0195E-002	-5.4807E-003	4.0243E-002	1.6158E-002
3719	7.8914E-001	1.6581E-003	1.3656E-001	6782	-9.8241E-003	9.3777E-003	-7.3299E-003	3.8246E-002	1.3651E-002
3720	7.3565E-001	1.6362E-003	1.3497E-001	6804	-1.0675E-002	7.6224E-003	-8.1158E-003	3.7485E-002	1.0420E-002
3721	6.9345E-001	1.6957E-003	1.4065E-001	6880	-1.2294E-002	6.5885E-003	-7.2637E-003	3.5762E-002	5.0851E-003
3722	6.8490E-001	1.7717E-003	1.4724E-001	6906	-1.3931E-002	6.6973E-003	-6.5842E-003	3.5779E-002	2.9557E-003
3723	7.2613E-001	1.8672E-003	1.5524E-001	6912	-1.6025E-002	4.9417E-003	-2.6134E-003	4.1114E-002	-4.3966E-003
3724	9.2151E-001	2.5423E-003	2.1141E-001	6915	-2.4484E-002	4.4730E-003	2.0536E-002	5.3431E-002	-3.3654E-002
3725	1.5193E+000	5.1103E-003	4.2517E-001	6922	-5.4882E-002	2.2854E-002	9.6546E-002	5.4494E-002	-3.3869E-002
3726	2.4160E+000	9.4727E-003	7.8828E-001	6925	-1.0511E-001	5.7817E-002	2.0634E-001	3.7390E-002	3.5807E-002
3727	3.0249E+000	1.2584E-002	1.0474E+000	6927	-1.4212E-001	7.2323E-002	2.8634E-001	3.8099E-002	2.9262E-002
3728	3.3407E+000	1.4150E-002	1.1778E+000	6928	-1.5736E-001	7.4973E-002	3.4154E-001	5.5469E-002	-1.7221E-002
3729	3.6422E+000	1.5631E-002	1.3012E+000	6930	-1.6945E-001	9.6444E-002	3.8452E-001	3.2653E-002	6.0709E-002
3730	3.3335E+000	1.4152E-002	1.1782E+000	6931	-1.5290E-001	9.1801E-002	3.3589E-001	1.8709E-002	9.9515E-002
3731	2.1989E+000	8.4746E-003	7.0563E-001	6933	-9.2652E-002	3.9710E-002	1.8616E-001	4.5971E-002	-2.2141E-002
3732	1.1896E+000	3.8266E-003	3.1866E-001	6935	-3.8644E-002	6.0103E-003	5.6334E-002	5.6154E-002	-7.3337E-002
3733	7.7757E-001	1.9927E-003	1.6596E-001	6936	-1.7057E-002	4.1129E-003	4.6271E-003	4.4105E-002	-2.3954E-002
3734	6.7182E-001	1.6966E-003	1.4130E-001	6937	-1.2959E-002	5.4718E-003	-5.6479E-003	3.5199E-002	-1.9969E-004
3735	6.4056E-001	1.6429E-003	1.3664E-001	6918	-1.2463E-002	5.7326E-003	-6.8581E-003	3.2871E-002	1.8685E-003
3736	6.2816E-001	1.5797E-003	1.3063E-001	6838	-1.1644E-002	6.1894E-003	-6.3635E-003	3.3131E-002	2.9673E-003
3737	6.4431E-001	1.5640E-003	1.2920E-001	6825	-1.0764E-002	7.1286E-003	-5.8875E-003	3.5047E-002	5.6039E-003
3738	6.9105E-001	1.5654E-003	1.2932E-001	6825	-1.0245E-002	7.9025E-003	-5.4601E-003	3.4978E-002	8.5925E-003
3739	7.5746E-001	1.6042E-003	1.3255E-001	6828	-9.7576E-003	9.8517E-003	-6.7352E-003	3.6195E-002	1.2095E-002
3740	8.1922E-001	1.6387E-003	1.3539E-001	6827	-9.6610E-003	1.0927E-002	-7.2274E-003	3.8511E-002	1.5318E-002
3741	8.6070E-001	1.6522E-003	1.3651E-001	6827	-9.7766E-003	1.1499E-002	-8.3797E-003	4.0673E-002	1.3109E-002
3742	8.7445E-001	1.6541E-003	1.3668E-001	6828	-1.0126E-002	1.1399E-002	-8.2423E-003	4.0284E-002	1.2096E-002
